Name;Completed;Total;Score;Completed Bonus
Amortiguador;11;11;2658;Yes
DK ABL;11;11;2618;Yes
QUEEN NAMI;11;11;2571;Yes
DK CATRACHA;11;11;2570;Yes
LA CHIVIRICA;11;11;2529;Yes
Catrachita;11;11;2500;Yes
XxLUNA xX;11;11;2490;Yes
Mini Anita;11;11;2487;Yes
DK Y1NG;11;11;2472;Yes
Mini Mini 1;11;11;2467;Yes
RisingDead;11;11;2465;Yes
luisitoo11;11;11;2462;Yes
DK  DARK;10;11;2454;Yes
TU PUTITA;11;11;2447;Yes
XxHarley xX;11;11;2433;Yes
DK MISHA;11;11;2414;Yes
DK FANG;11;11;2410;Yes
DK NICOL;10;11;2410;Yes
LIONKING HDe;11;11;2398;Yes
Minilion7;10;11;2370;Yes
Lionprince19;11;11;2370;Yes
DK SETH;11;11;2357;Yes
th3 BeastxX;10;10;2352;Yes
lionsilver7;11;11;2350;Yes
luisilloo00;11;11;2349;Yes
Man Go Home;11;11;2333;Yes
DK Anitta;11;11;2329;Yes
Sugar Nami;11;11;2319;Yes
EL CHIVIRICO;11;11;2300;Yes
DK Y4NG;11;11;2263;Yes
Guerrenogue;11;11;2223;No
Queenlion22;11;11;2212;No
KidReyhuesos;11;11;2210;Yes
Guerrero lgd;11;11;2208;Yes
high soli;11;11;2201;No
Ripple x;11;11;2198;Yes
DK B A N K;10;11;2196;Yes
Devastador07;11;11;2190;Yes
B4RRAKUS;11;11;2188;Yes
Carlos 901;10;11;2173;Yes
FredyMorales;11;11;2172;No
KAKU M;11;11;2170;No
Catracha;10;11;2163;No
Lionbaby26;11;11;2148;No
SPARCK J;11;11;2122;No
DK ESTAMPA;11;11;2110;Yes
MoisesGSX1;10;10;2105;Yes
elvisnav656;11;11;2102;No
DK ANA;10;11;2091;No
lactor65;11;11;2082;No
xzouxx123;10;10;2082;Yes
lhuis1978;11;11;2075;No
Big Akiles;11;11;2074;No
LunasMan;10;11;2055;Yes
XGargolaX;10;10;2052;Yes
cleopatra 20;11;11;2030;Yes
Robert969;11;11;2025;Yes
A Tiger A;10;10;2017;Yes
aa Aqua aa;10;10;2001;No
CERBERO 0002;11;11;1990;Yes
The Baki;11;11;1987;No
Ibra 14;9;9;1987;Yes
Dead River;11;11;1977;No
Ayankouji;10;10;1943;No
Lord JJDH;11;11;1941;Yes
FredyMorale;11;11;1940;No
Petette;11;11;1919;No
HthG;9;10;1903;Yes
Zeldriz12;10;11;1902;Yes
Garp2021;11;11;1889;No
abonor1;9;10;1861;Yes
ReyHUESOS;11;11;1854;No
NaStAr2420;9;11;1843;Yes
Esperancito4;10;11;1836;Yes
CV Oussama;11;11;1824;No
SangreAztka;9;10;1811;Yes
CALDERONI;9;9;1773;Yes
x Z0ux x;10;10;1731;No
xXyankeeXx;9;11;1679;No
DK Inmortal;8;11;1517;No
DK Guzman;0;0;0;No
DK Rascal;0;0;0;No
TU MA CHO;0;0;0;No
DK AOME;0;0;0;No
