Name;Completed;Total;Score;Completed Bonus
Guenyiar;11;11;2823;Yes
Chema38;11;11;2697;Yes
Ako ako II;11;11;2641;No
kvothe 19;11;11;2462;Yes
omegasclmb;11;11;2461;No
ES VALLEKA0;11;11;2448;Yes
Lugo75;11;11;2438;Yes
MF YukariShi;11;11;2402;Yes
ES LIA;11;11;2386;Yes
Ako Ako 98;11;11;2381;Yes
ES SANA 62;11;11;2378;Yes
Heviel;11;11;2367;No
de ferrol;11;11;2317;Yes
1eOmegaclmb;11;11;2314;Yes
keanelove;11;11;2308;Yes
ES YOL 63;11;11;2308;Yes
Wotam;11;11;2298;Yes
shiro128;11;11;2296;Yes
ES DSL 20;11;11;2294;No
DarkLord 0;11;11;2293;Yes
felipe l pro;11;11;2291;Yes
Thezoombiii;11;11;2273;Yes
ES VLC73;11;11;2264;Yes
ES KIRA 17;11;11;2252;No
ES ALE 94;11;11;2243;No
DragonHouse;11;11;2243;Yes
F41RYT41L;8;10;2239;Yes
TWICE OT9;11;11;2230;Yes
Ave Fenix vr;11;11;2211;No
Nico Robin26;11;11;2203;No
sarily;11;11;2203;Yes
XxSeruhioXx;11;11;2187;Yes
Nahu94;11;11;2186;Yes
Drizztlugo;9;11;2175;Yes
Valroc;11;11;2145;Yes
jog2;10;11;2134;Yes
LOKI mn;11;11;2133;Yes
ELIDER JBP;10;11;2115;Yes
1e kalox;11;11;2095;Yes
KarenxiTq;11;11;2078;No
Jarlaxe;9;11;2075;Yes
SweetcastIe;10;10;2068;No
MF YukariBob;11;11;2065;No
DRAKO rc;11;11;2063;Yes
Elsin;11;11;2047;Yes
MF YukariSid;10;11;2044;Yes
1e DEMOLEDOR;11;11;2024;No
Mery  15;10;11;2015;Yes
A N D E R D;11;11;2013;Yes
ODIN m;11;11;2009;Yes
Yako57;10;10;2002;Yes
Namysam;10;11;1998;Yes
mala yerba;11;11;1997;No
miya musashi;11;11;1996;No
Akita v;9;9;1985;Yes
RVERTICAL;11;11;1984;Yes
xAndarna;11;11;1979;No
iKarensita;11;11;1979;Yes
zape;11;11;1974;Yes
vihenna00;10;11;1972;Yes
mrbulllzz221;9;11;1971;Yes
06saske;10;11;1962;No
35D34TH;9;10;1957;No
arubiac;11;11;1948;Yes
Karenzitq;9;11;1932;No
Pel1;11;11;1923;No
vikingo;11;11;1892;No
lordDanny00;10;11;1888;No
Radhamantyss;11;11;1887;No
zT Tian;9;11;1875;Yes
lokokuerdo;10;11;1874;No
libaoo;11;11;1866;Yes
Mr Juanzhito;10;11;1861;No
juligan;10;11;1861;No
LUISJBP;9;9;1819;No
zipi;10;11;1816;No
MF FBI Agent;8;9;1608;No
