Name;Completed;Total;Score;Completed Bonus
F41RYT41L;10;10;2720;No
Chema38;10;10;2232;No
omegasclmb;10;10;2189;No
MORRIGAN 666;10;10;2181;No
Drizztlugo;10;10;2174;No
Sr MICKEY;10;10;2154;No
Wotam;10;10;2123;No
xxA N G E Lx;10;10;2042;No
Ako Ako 98;10;10;2011;No
LAU VARGAS07;10;10;2010;No
Heviel;10;10;2010;No
MF FBI Agent;10;10;2010;No
felipe l pro;10;10;1993;No
Black Liger;10;10;1987;No
Jarlaxe;10;10;1987;No
Thezoombiii;10;10;1976;No
1e kalox;10;10;1971;No
keanelove;10;10;1970;No
Akita v;10;10;1968;No
DRAKO rc;10;10;1947;No
shiro128;10;10;1920;No
1e DEMOLEDOR;10;10;1919;No
Valroc;10;10;1914;No
monky120;10;10;1908;No
cayo2024;9;10;1906;No
Nico Robin26;10;10;1901;No
sarily;10;10;1898;No
Javierblan;10;10;1898;No
XxSeruhioXx;10;10;1887;No
Mery  15;10;10;1886;No
Checho801;10;10;1880;No
Lord Xing S2;10;10;1866;No
Namysam;10;10;1863;No
ES VLC73;10;10;1860;No
VARGAS R;10;10;1855;No
Yako57;10;10;1854;No
style clash;10;10;1852;No
Carlos130277;10;10;1829;No
RICHAR 03;10;10;1824;No
Lord nocho 2;10;10;1823;No
1T4CHI;10;10;1816;No
IND SOLEMON;10;10;1802;No
KarenxiTq;10;10;1799;No
mala yerba;10;10;1794;No
Ave Fenix vr;10;10;1793;No
The Huava3;10;10;1785;No
Lord nocho 4;10;10;1780;No
ODIN m;10;10;1780;No
1eOmegaclmb;10;10;1775;No
BO55 BABY;10;10;1773;No
DragonHouse;10;10;1773;No
Pel1;10;10;1769;No
miya musashi;10;10;1767;No
KentoNanami;9;10;1766;No
juligan;10;10;1757;No
M14a1;9;9;1757;No
TWICE OT9;10;10;1755;No
Diasus;10;10;1750;No
Lord nocho 3;10;10;1747;No
PechaN13;10;10;1715;No
Chavelox;10;10;1713;No
vikingo;10;10;1707;No
laUmikeltron;10;10;1704;No
lokokuerdo;9;10;1704;No
iKarensita;10;10;1694;No
35D34TH;9;10;1691;No
zT Tian;9;10;1689;No
Lugo75;9;10;1689;No
Lau sirstone;9;10;1687;No
A N D E R D;9;10;1683;No
LOKI mn;10;10;1683;No
54K4K1 RY0K0;9;10;1677;No
Guenyiar;9;10;1677;No
vihenna00;9;10;1670;No
Mr Juanzhito;10;10;1666;No
x BANXICO x;10;10;1664;No
Karenzitq;9;10;1660;No
laU Vip;10;10;1653;No
MF YukariShi;8;10;1648;No
jog2;10;10;1635;No
06saske;9;10;1632;No
Radhamantyss;10;10;1631;No
mrbulllzz221;9;10;1630;No
Nahu94;9;10;1623;No
Elsin;9;10;1618;No
MF YukariSid;10;10;1617;No
MF YukariBob;9;10;1615;No
libaoo;10;10;1614;No
DarkLord 0;9;10;1612;No
Khal Drogo 9;10;10;1611;No
lordDanny00;9;10;1606;No
kvothe 19;8;10;1601;No
Darkeysi;0;0;0;No
