Name;Completed;Total;Score;Completed Bonus
Drizztlugo;12;12;3039;Yes
Ako Ako 98;12;12;3017;Yes
Guenyiar;12;12;2978;Yes
F41RYT41L;12;12;2947;Yes
omegasclmb;12;12;2922;Yes
Chema38;12;12;2781;Yes
TWICE OT9;12;12;2716;Yes
DragonHouse;12;12;2673;Yes
Ave Fenix vr;12;12;2666;Yes
Ako ako II;12;12;2636;Yes
M14a1;12;12;2635;Yes
mala yerba;12;12;2633;Yes
Valroc;12;12;2602;Yes
sarily;12;12;2547;Yes
zT Tian;12;12;2540;Yes
tony2881;11;12;2531;Yes
The Huava3;12;12;2528;Yes
MF YukariShi;12;12;2514;Yes
Wotam;12;12;2492;Yes
1eOmegaclmb;12;12;2468;Yes
1e kalox;12;12;2467;No
kvothe 19;10;12;2462;Yes
rambito li;12;12;2458;Yes
Diasus;12;12;2410;No
DarkLord 0;11;12;2409;Yes
Checho801;12;12;2394;Yes
monky120;12;12;2393;Yes
Javierblan;12;12;2383;Yes
vikingo;12;12;2376;Yes
rocky5t;12;12;2375;Yes
ODIN m;12;12;2369;Yes
MF YukariBob;11;12;2348;Yes
Jarlaxe;12;12;2347;No
ES VLC73;12;12;2347;No
mrbulllzz221;11;12;2345;Yes
Darkeysi;11;12;2340;Yes
Lau sirstone;12;12;2339;No
Namysam;12;12;2337;Yes
Heviel;10;11;2334;Yes
laUmikeltron;12;12;2326;Yes
1e DEMOLEDOR;12;12;2325;No
ninobravo;12;12;2320;No
MF FBI Agent;10;11;2318;Yes
A N D E R D;11;12;2314;Yes
LYK3R;11;12;2299;Yes
XxSeruhioXx;12;12;2281;No
vihenna00;12;12;2274;No
DRAKO rc;12;12;2271;Yes
felipe l pro;12;12;2268;No
Lugo75;12;12;2256;No
Valle10;12;12;2253;No
KarenxiTq;11;12;2242;Yes
LOKI mn;12;12;2240;Yes
miya musashi;12;12;2238;No
limite1;12;12;2232;Yes
torrente2020;12;12;2227;No
Lord Xing S2;12;12;2218;No
Serch Lopez;11;12;2195;No
keanelove;12;12;2192;No
limite12;12;12;2191;Yes
Rey Ali;12;12;2189;No
Mr Juanzhito;11;12;2176;Yes
Radhamantyss;11;12;2174;No
libaoo;12;12;2166;Yes
jog2;12;12;2157;No
Nico Robin26;12;12;2147;No
shiro128;12;12;2135;No
06saske;11;12;2134;No
lokokuerdo;11;12;2113;No
iKarensita;12;12;2105;No
MF YukariSid;11;12;2097;Yes
Pel1;12;12;2094;No
Karenzitq;10;12;2086;Yes
falete222;10;12;2086;Yes
lordDanny00;11;12;2072;No
Elsin;11;12;2069;No
juligan;11;12;2066;No
Akita v;10;10;2057;No
whejeje;10;10;1811;No
Yako57;8;8;1510;No
ZAPZDOR;1;1;164;No
CY RichT;0;0;0;No
Carlos130277;0;0;0;No
Black Liger;0;0;0;No
