Name;Completed;Total;Score;Completed Bonus
ABDUL 420;10;10;2560;No
RANA BRH;10;10;2381;No
Arnald;10;10;2244;No
SAiFuL 0;10;10;2235;No
laxman11;10;10;2227;No
Balok Rana 3;10;10;2222;No
Robbersdog;10;10;2167;No
SH MuNnA;10;10;2128;No
Lord Josed;10;10;2110;No
SantiSO;10;10;2099;No
TITAN ANUBI1;10;10;2086;No
Rossemberthg;10;10;2084;No
taj bhai  W;10;10;2079;No
Rohit BRH;9;10;2073;No
Afrodita101;10;10;2051;No
Saruman X;10;10;2048;No
Flokitho;10;10;2041;No
Arman BRH;10;10;2033;No
juanpablo3;10;10;2015;No
Maradon4 xRN;10;10;2000;No
ADES333;10;10;1968;No
TAKBIR  xd;10;10;1931;No
Ryzen 9;9;9;1929;No
Darcksider2;10;10;1926;No
ABDUL AKJ;10;10;1925;No
Olgiz;10;10;1923;No
rufo 44;10;10;1923;No
Koushikpunam;10;10;1915;No
lady nin;10;10;1891;No
Lagerthaa85;10;10;1886;No
Desquintador;10;10;1875;No
MINATO NMKZE;10;10;1870;No
l3RH;10;10;1850;No
Robert 72;10;10;1835;No
Orlando AG;10;10;1823;No
sukis;10;10;1811;No
BOMBERO777;10;10;1806;No
World kill02;10;10;1804;No
AMATEUS;10;10;1793;No
Napoleon2018;10;10;1782;No
borre1421;10;10;1781;No
Sk MaNiK 0;8;10;1776;No
Intel i9;9;10;1769;No
FRAJOLA xR;10;10;1768;No
UlisesLara 1;10;10;1765;No
3axap gala U;10;10;1753;No
David 29;10;10;1741;No
sreelaxman;9;10;1738;No
taj bhai in;9;10;1733;No
Chapolin xRn;10;10;1732;No
Mdosman 01;10;10;1730;No
Glad73737373;10;10;1728;No
3AXAP GALA;10;10;1714;No
Royal Bangla;9;9;1711;No
rey d Gondor;10;10;1710;No
TexHik pyc;10;10;1709;No
S A D I Q;10;10;1701;No
Ulises lara;10;10;1700;No
rey Gondor;10;10;1692;No
Yna16;9;10;1691;No
cumbia 21;10;10;1681;No
Tourbulence;9;10;1668;No
taj bhai F;10;10;1663;No
Nemesis29;10;10;1655;No
TAKEMITCHYY;10;10;1649;No
davids28;10;10;1648;No
Tex Hik ru;10;10;1643;No
Davids33;9;10;1643;No
Ori88;10;10;1618;No
FIREROBERT72;10;10;1609;No
Jordi  E N P;10;10;1601;No
TAKBIR xD;9;10;1592;No
robert72 jr;10;10;1587;No
radamanthizz;10;10;1570;No
CH1HUAHUA;10;10;1552;No
exparta 300;9;10;1527;No
Hades1234569;10;10;1525;No
Nena94;10;10;1512;No
Tuongcuopz;10;10;1512;No
ADES 888;9;10;1501;No
LordTaz20;9;9;1499;No
sr tio;9;10;1489;No
BD FoYsal22;10;10;1486;No
TAKUDA XXX;10;10;1462;No
BD Archer;10;10;1447;No
ANDERSON RC;8;9;1439;No
franco e isa;9;10;1398;No
Davids34;8;8;1393;No
Orlando7807;9;10;1368;No
mdosman 02;8;9;1359;No
BD HaSaN CTG;8;8;1332;No
Md Jashim;7;8;1178;No
SomratJS;7;10;1133;No
SHOPON Bhai;5;5;1030;No
BDPolice;4;4;616;No
kendo21;4;7;597;No
