Name;Completed;Total;Score;Completed Bonus
SH MuNnA;12;12;3070;Yes
Sk MaNiK 0;12;12;3060;Yes
SAiFuL 0;12;12;3033;Yes
Maradon4 xRN;12;12;2894;Yes
MAHIM BRH;12;12;2858;Yes
Arnald;12;12;2830;Yes
BD Archer;12;12;2789;Yes
Arman BRH;12;12;2776;Yes
Robbersdog;12;12;2738;Yes
Balok Rana 3;12;12;2707;Yes
sreelaxman;12;12;2695;No
Jhonyk;12;12;2663;Yes
sukis;12;12;2638;Yes
Saruman X;12;12;2619;Yes
SantiSO;12;12;2617;Yes
AMATEUS;12;12;2583;No
Orlando7807;12;12;2570;Yes
LTSgladiador;12;12;2560;No
Flokitho;12;12;2524;Yes
Darcksider2;12;12;2522;Yes
SilentD;12;12;2504;Yes
RANA BRH;12;12;2503;Yes
Rossemberthg;11;12;2503;Yes
Rock  Ford;12;12;2498;Yes
taj bhai F;11;12;2496;Yes
radamanthizz;12;12;2492;Yes
ViiahM;12;12;2486;Yes
jmic17986;12;12;2483;Yes
laxman11;10;12;2478;Yes
Rock  Ford 2;12;12;2460;Yes
World kill02;12;12;2459;Yes
borre1421;12;12;2453;Yes
rey d Gondor;12;12;2447;Yes
taj bhai 0;12;12;2442;Yes
mr parfect09;12;12;2422;No
Desquintador;12;12;2405;No
BD FoYsal22;12;12;2402;Yes
ABDUL 420;12;12;2393;No
Lord Josed;11;11;2383;Yes
SH JunioR;12;12;2380;No
Rock Junior;12;12;2355;Yes
Ades banck;12;12;2347;No
OSMAN BRH;11;12;2338;No
TAKUDA XXX;12;12;2331;No
franco e isa;12;12;2321;No
avila59;11;12;2317;No
Ahmed  PJ;12;12;2311;Yes
rufo 44;11;12;2296;No
WhiteJackal;9;9;2296;Yes
Robert 72;12;12;2287;Yes
BD HaSaN CTG;11;11;2274;No
Koushikpunam;12;12;2272;No
taj bhai  W;12;12;2265;Yes
TAKBIR xD;11;12;2260;Yes
FIREROBERT72;12;12;2231;Yes
SHOPON Bhai;10;11;2220;Yes
Wolrdkill01;12;12;2213;No
sr tio;12;12;2204;No
Jordi  E N P;12;12;2201;No
Md Osman 01;10;11;2197;Yes
ABDUL AKJ;12;12;2196;No
Wh1teJacka1;11;11;2187;No
CH1HUAHUA;12;12;2166;No
xxxvxxx1;12;12;2166;No
exparta 300;12;12;2165;No
juanpablo3;11;12;2163;No
MINATO NMKZE;12;12;2160;No
Ulises bb;12;12;2156;No
Chapolin xRn;12;12;2136;No
cumbia 21;11;12;2130;Yes
Nemesis29;11;12;2129;Yes
Hades1234569;12;12;2116;No
ADES 888;12;12;2106;No
rey Gondor;11;12;2098;Yes
Afrodita101;12;12;2085;No
Davids33;11;12;2084;Yes
Lagerthaa85;11;12;2056;No
Napoleon2018;11;12;1989;No
Sam BNG;10;11;1985;Yes
David 29;11;11;1981;No
PK Shahadat;11;12;1968;Yes
ANDERSON RC;11;12;1938;No
ADES444;11;12;1896;No
SHALOM KHAN;10;11;1861;No
l3RH;10;10;1815;Yes
ADES333;11;12;1749;No
FRAJOLA xR;9;9;1744;No
davids28;10;10;1679;No
Wh1teJackaL;8;8;1659;No
kendo21;9;12;1520;No
PENETREITORR;7;10;1356;No
Davids34;6;7;1231;No
Intel i9;6;7;1109;No
Royal Bangla;4;7;798;No
robert72 jr;5;7;770;No
