Name;Completed;Total;Score;Completed Bonus
Royal Bangla;10;10;2116;No
Saruman X;10;10;2081;No
PENETREITORR;10;10;2081;No
Arman BRH;10;10;2068;No
Robbersdog;10;10;2067;No
BD FoYsal22;10;10;2025;No
Afrodita101;10;10;2019;No
Arnald;10;10;2017;No
rufo 44;10;10;1985;No
Sk MaNiK 0;10;10;1961;No
AMATEUS;10;10;1953;No
Maradon4 xRN;10;10;1950;No
laxman11;10;10;1943;No
Koushikpunam;10;10;1940;No
taj bhai  W;10;10;1936;No
sukis;10;10;1900;No
RANA BRH;10;10;1889;No
Flokitho;10;10;1881;No
SH MuNnA;10;10;1877;No
SilentD;10;10;1876;No
lady nin;10;10;1874;No
Olgiz;10;10;1862;No
jmic17986;10;10;1860;No
SantiSO;10;10;1838;No
Darcksider2;10;10;1833;No
taj bhai 0;10;10;1807;No
TAKBIR xD;10;10;1804;No
Md Jashim;9;9;1800;No
ABDUL AKJ;10;10;1781;No
franco e isa;10;10;1781;No
Lord Josed;9;9;1771;No
PK Shahadat;10;10;1761;No
avila59;9;10;1754;No
davids28;9;10;1750;No
SK SABBIR;10;10;1742;No
SAiFuL 0;9;10;1735;No
Balok Rana 3;9;10;1734;No
robert72 jr;10;10;1728;No
David 29;8;10;1727;No
Chapolin xRn;10;10;1725;No
ABDUL 420;10;10;1723;No
radamanthizz;10;10;1723;No
Nemesis29;9;9;1719;No
Jordi  E N P;10;10;1711;No
rey Gondor;10;10;1696;No
Napoleon2018;10;10;1690;No
juanpablo3;10;10;1683;No
cumbia 21;10;10;1678;No
rey d Gondor;10;10;1676;No
BD HaSaN CTG;9;9;1674;No
exparta 300;10;10;1673;No
WhiteJackal;10;10;1673;No
taj bhai F;10;10;1661;No
Davids33;9;10;1657;No
MD SUMON H;9;10;1636;No
FIREROBERT72;10;10;1635;No
Intel i9;9;9;1626;No
BD Archer;9;10;1621;No
OSMAN BRH;8;10;1611;No
PIKA PIKA SK;10;10;1608;No
Robert 72;10;10;1608;No
Hades1234569;10;10;1588;No
3aXap GaLa 2;10;10;1570;No
MINATO NMKZE;10;10;1566;No
TexHik pyc;10;10;1562;No
Desquintador;9;10;1545;No
Ulises lara;8;9;1530;No
borre1421;9;10;1528;No
ANDERSON RC;10;10;1521;No
Wh1teJackaL;9;9;1500;No
Flokitho 2;10;10;1495;No
TAKUDA XXX;9;10;1470;No
sr tio;9;10;1414;No
Sam BNG;8;8;1384;No
kendo21;10;10;1343;No
Tourbulence;8;10;1258;No
Rossemberthg;8;10;1220;No
Wh1teJacka1;7;7;1153;No
Jhonyk;7;8;1118;No
Davids34;5;7;847;No
Nittanondo 1;3;4;501;No
Nittanondo X;3;4;458;No
CH1HUAHUA;2;2;307;No
SH JunioR;0;0;0;No
ADES333;0;0;0;No
ADES 888;0;0;0;No
ADES444;0;0;0;No
LordTaz20;0;0;0;No
l3RH;0;0;0;No
SHALOM KHAN;0;0;0;No
Orlando7807;0;0;0;No
MD SUMON A;0;0;0;No
