Name;Completed;Total;Score;Completed Bonus
AMATEUS;11;11;2915;Yes
sreelaxman;11;11;2782;Yes
Sk MaNiK 0;11;11;2730;Yes
Arman BRH;11;11;2630;Yes
SAiFuL 0;11;11;2582;Yes
Balok Rana 3;11;11;2556;Yes
PIKA PIKA SK;11;11;2554;Yes
BD Rapi;11;11;2553;Yes
FRAJOLA xR;11;11;2549;Yes
Arnald;11;11;2548;Yes
Saruman X;11;11;2545;Yes
Afrodita101;11;11;2541;Yes
SH MuNnA;11;11;2512;No
BD Archer;11;11;2475;Yes
laxman11;11;11;2413;No
Lord Josed;11;11;2337;Yes
Intel i9;11;11;2331;Yes
WhiteJackal;10;10;2328;No
Koushikpunam;11;11;2324;Yes
Maradon4 xRN;10;11;2318;Yes
OSMAN BRH;10;11;2316;Yes
Flokitho;11;11;2257;Yes
sukis;11;11;2233;Yes
lady nin;11;11;2226;Yes
juanpablo3;11;11;2215;Yes
Wh1teJacka1;11;11;2208;Yes
Robbersdog;11;11;2197;No
Chapolin xRn;11;11;2196;Yes
World kill02;11;11;2180;Yes
RickyBobby66;10;11;2168;Yes
taj bhai  W;11;11;2162;Yes
jmic17986;11;11;2158;Yes
3AXAP GALA;11;11;2149;Yes
taj bhai F;11;11;2138;Yes
Rossemberthg;9;11;2125;Yes
BD FoYsal22;10;11;2123;Yes
UlisesLara 1;11;11;2100;No
Orlando7807;11;11;2094;Yes
Davids33;10;11;2081;Yes
borre1421;11;11;2077;Yes
rey d Gondor;11;11;2047;Yes
TexHik pyc;11;11;2042;Yes
TAKUDA XXX;11;11;2039;No
SilentD;11;11;2039;No
Desquintador;11;11;2032;No
cumbia 21;10;11;2026;Yes
RANA BRH;10;11;2026;No
radamanthizz;11;11;2024;Yes
Nemesis29;11;11;2023;No
ADES444;11;11;2020;Yes
Tex Hik ru;11;11;2019;Yes
ABDUL 420;10;11;2015;No
Darcksider2;11;11;2012;Yes
Ulises lara;10;11;2010;No
3axap gala U;11;11;2007;Yes
Royal Bangla;9;9;1982;Yes
ADES333;11;11;1953;Yes
BD HaSaN CTG;10;11;1953;No
rey Gondor;11;11;1936;Yes
SantiSO;11;11;1925;No
robert72 jr;11;11;1916;Yes
Jordi  E N P;11;11;1898;Yes
MINATO NMKZE;10;11;1879;No
franco e isa;10;11;1859;No
Flokitho 2;10;11;1855;Yes
David 29;8;11;1835;Yes
taj bhai 0;9;11;1830;Yes
ABDUL AKJ;10;11;1825;No
ADES 888;11;11;1824;Yes
Rohit BRH;9;11;1812;Yes
l3RH;11;11;1810;No
z3 Captain;10;11;1805;No
CH1HUAHUA;11;11;1785;Yes
BOMBERO777;11;11;1765;No
ANDERSON RC;11;11;1730;No
Hades1234569;11;11;1729;No
Olgiz;10;11;1722;No
rufo 44;10;11;1717;No
taj bhai in;10;11;1696;No
Davids34;8;9;1678;Yes
Nena94;10;11;1676;Yes
TANBIR BRH;9;11;1670;No
FIREROBERT72;11;11;1630;No
Napoleon2018;9;11;1619;No
Lagerthaa85;10;11;1605;No
exparta 300;10;11;1597;No
Md Jashim;8;9;1457;Yes
Jaime Duende;11;11;1429;No
Tourbulence;8;11;1376;No
TAKEMITCHYY;10;11;1344;No
Orlando AG;7;7;1210;No
Glad73737373;8;8;1193;No
Robert 72;7;7;1137;No
Omega gold;0;0;0;No
Jhonyk;0;0;0;No
