Name;Completed;Total;Score;Completed Bonus
SAiFuL 0;11;11;2822;Yes
Saruman X;11;11;2754;Yes
sreelaxman;11;11;2635;Yes
Afrodita101;11;11;2494;Yes
Sk MaNiK 0;10;11;2493;Yes
Arman BRH;11;11;2491;Yes
laxman11;11;11;2488;No
TAKBIR HSC;10;11;2476;No
jmic17986;11;11;2396;Yes
med49Z;10;11;2336;Yes
Arnald;11;11;2326;No
Robbersdog;11;11;2326;No
World kill02;11;11;2308;Yes
enjoy life H;11;11;2288;No
OSMAN BRH;11;11;2270;No
taj bhai F;11;11;2254;Yes
SilentD;11;11;2239;No
Ulises lara;11;11;2231;Yes
Davids33;9;11;2219;Yes
BD HaSaN CTG;11;11;2209;Yes
Koushikpunam;11;11;2205;Yes
sukis;11;11;2188;Yes
SH MuNnA;10;11;2160;No
exparta 300;11;11;2156;No
Flokitho;11;11;2146;Yes
SantiSO;11;11;2141;Yes
David 29;11;11;2140;Yes
3AXAP GALA;11;11;2138;Yes
MINATO NMKZE;11;11;2131;Yes
juanpablo3;11;11;2130;No
WhiteJackal;10;10;2128;Yes
DAVIL VIPER;11;11;2117;No
rey Gondor;11;11;2091;Yes
PIKA PIKA SK;11;11;2090;Yes
TAKUDA XXX;11;11;2082;Yes
TexHik pyc;11;11;2063;Yes
rey d Gondor;11;11;2053;Yes
davids28;11;11;2053;Yes
ADES333;11;11;2050;Yes
Lord Josed;10;10;2049;No
RANA BRH;11;11;2039;No
Desquintador;11;11;2039;No
z3 Captain;11;11;2036;Yes
Wh1teJacka1;10;10;2033;No
radamanthizz;11;11;2028;Yes
SK SABBIR;11;11;2027;Yes
AMATEUS;9;11;2019;No
3axap gala U;11;11;2000;Yes
lady nin;11;11;1999;Yes
ABDUL 420;10;11;1993;Yes
Rossemberthg;9;11;1982;Yes
TAKBIR xD;10;11;1974;No
taj bhai  W;10;11;1966;Yes
ABDUL AKJ;11;11;1958;No
Jordi  E N P;11;11;1929;No
Darcksider2;11;11;1903;No
Hades1234569;11;11;1900;Yes
rufo 44;11;11;1886;No
ADES 888;11;11;1868;No
Olgiz;10;10;1853;No
franco e isa;10;11;1816;No
ADES444;11;11;1802;Yes
Jhonyk;9;10;1768;No
cumbia 21;9;11;1764;No
robert72 jr;11;11;1741;No
borre1421;11;11;1728;No
Napoleon2018;10;11;1710;No
Glad73737373;11;11;1689;No
BD FoYsal22;9;11;1654;Yes
Intel i9;9;9;1642;No
Maradon4 xRN;9;11;1627;No
nokick;11;11;1625;No
LordTaz20;11;11;1599;No
Orlando AG;10;10;1564;No
Flokitho 2;10;11;1552;No
taj bhai 0;7;9;1524;Yes
kendo21;10;10;1488;No
Chapolin xRn;9;10;1389;No
avila59;8;9;1377;No
Tourbulence;8;11;1350;No
Md Jashim;5;7;754;No
IAM HI2LER;0;0;0;No
l3RH;0;1;0;No
Dipto Rana;0;0;0;No
51me;0;0;0;No
