Name;Completed;Total;Score;Completed Bonus
Kike1970;11;11;3008;Yes
NIKlTA;11;11;2891;Yes
AARIELLL;11;11;2727;Yes
Narada Y1;11;11;2608;Yes
Ryuu Raiden;11;11;2496;Yes
nico0370;10;11;2421;Yes
Yapaye;10;11;2389;Yes
ALUCARD 503;10;11;2388;Yes
lRafal;11;11;2361;Yes
ISABEL LMS;11;11;2284;Yes
Valentin 130;11;11;2273;Yes
Prendelo;11;11;2255;Yes
Beretta99;11;11;2236;Yes
MARGINAD0;9;11;2236;Yes
TETASQUIETO;11;11;2218;Yes
Srybigboy;11;11;2214;Yes
SirAlexGold;11;11;2208;Yes
Zape 123;11;11;2200;Yes
iron bjorn;11;11;2197;Yes
SirGrinch;11;11;2186;Yes
Gio 128;11;11;2181;Yes
jhonki87;11;11;2180;Yes
jambin1;11;11;2159;Yes
Titan Batto;11;11;2156;Yes
GHi Peki;11;11;2154;Yes
xXChArLi3Xx;11;11;2152;Yes
yomi tan;11;11;2140;No
PanterA CFH;11;11;2133;Yes
Shiva 1;11;11;2120;Yes
AREYESAMAYA;11;11;2119;No
lanceloth12;11;11;2103;Yes
Capu beni;11;11;2100;Yes
Oscardcs;11;11;2099;No
Sam Vimes;11;11;2085;Yes
zipi 123;11;11;2083;Yes
khalidkj;11;11;2078;Yes
ORV3S 21;11;11;2071;Yes
ARIDER 23;11;11;2064;No
I DevineSoul;11;11;2047;Yes
Tristan8;11;11;2040;Yes
NETG;11;11;2032;No
DRAKARiS;11;11;2030;Yes
SirDarkStrik;11;11;2029;Yes
G00D W4Y;11;11;2005;Yes
Ar3ccO;11;11;2002;Yes
el mato a 7;11;11;1992;No
lxRAGNARxl;11;11;1986;Yes
PALETA DULCE;10;11;1983;Yes
Dafne18;11;11;1978;Yes
El Kraken1;11;11;1976;Yes
HattoriJosh;10;11;1963;No
jinkatama;10;11;1956;Yes
jhuuniior;11;11;1954;No
moonapril;11;11;1944;Yes
lealitooo;11;11;1944;Yes
G R l N G O;11;11;1925;No
Extors1;11;11;1923;Yes
Xx RaTM xX;11;11;1905;Yes
Hunterman17;11;11;1898;No
ALREAM;11;11;1891;No
0Parzival;11;11;1886;No
PT Diablo;11;11;1883;Yes
HERMANO FIEL;11;11;1874;Yes
titan lucioo;10;11;1865;Yes
Browniiii;10;11;1854;Yes
LoboMartin02;11;11;1836;No
Extors;11;11;1836;No
OuttaMyHoose;10;11;1828;Yes
ElReyHelado;10;11;1828;No
Arth3rxx;10;11;1827;Yes
Kirin I;11;11;1825;No
elportee;11;11;1817;No
Ju4nM4;11;11;1804;No
RAJAWY91;11;11;1794;No
Deadpool9601;11;11;1783;Yes
LuzDorada;11;11;1782;No
SenkuAoi;11;11;1778;No
X Seductor X;11;11;1772;No
A B D I E L;10;11;1770;No
oliveerg;10;11;1767;No
xNightfallx;11;11;1760;No
QUETZA7COATL;11;11;1744;No
0Joel;11;11;1743;No
1DarkFire1;11;11;1742;No
Perceo;11;11;1733;No
JD Hoooney;11;11;1712;No
Simox91;11;11;1688;No
Mini Hel3n4;7;7;1407;No
Hel3n4;7;8;1407;No
IFarmVille;0;0;0;No
