Name;Completed;Total;Score;Completed Bonus
Kike1970;11;12;3066;Yes
SryBig;12;12;2864;Yes
ORV3S 21;12;12;2823;Yes
Mini Hel3n4;12;12;2744;Yes
Ryuu Raiden;12;12;2740;Yes
ARIDER 23;12;12;2739;Yes
AREYESAMAYA;12;12;2725;Yes
lRafal;11;12;2716;Yes
HattoriJosh;12;12;2671;Yes
Hel3n4;12;12;2668;Yes
Narada Y1;11;12;2662;Yes
GHi Peki;12;12;2659;Yes
NIKlTA;12;12;2592;Yes
ALREAM;12;12;2583;No
TETASQUIETO;12;12;2564;Yes
Yapaye;12;12;2552;Yes
JD Hoooney;12;12;2549;Yes
HERMANO FIEL;12;12;2544;Yes
khalidkj;12;12;2542;Yes
SirAlexGold;12;12;2523;Yes
liamwa;12;12;2476;Yes
el mato a 7;12;12;2476;Yes
Marnz98;12;12;2476;Yes
Psiconauta66;12;12;2475;Yes
Ju4nM4;12;12;2472;Yes
ISABEL LMS;12;12;2465;Yes
lanceloth12;12;12;2451;Yes
MrBee to;11;12;2446;Yes
LuzDorada;12;12;2436;Yes
Gio 128;12;12;2419;No
JazminAriana;10;12;2411;Yes
metztli09;12;12;2401;No
nico0370;11;12;2387;Yes
IFarmVille;12;12;2383;No
FR Josep;11;12;2376;Yes
Capu Beni;12;12;2359;Yes
moonapril;12;12;2353;Yes
jinkatama;12;12;2353;No
lxRAGNARxl;12;12;2344;Yes
LoboMartin02;12;12;2336;Yes
Kaprioty;11;12;2326;Yes
oliveerg;12;12;2322;Yes
El Kraken1;12;12;2321;Yes
haaoo502;12;12;2309;No
Valentin 130;12;12;2306;No
titan lucioo;11;12;2304;Yes
Capitankush;12;12;2302;Yes
Sam Vimes;12;12;2297;Yes
Doc Morte;12;12;2293;Yes
Oscardcs;12;12;2272;No
PanterA CFH;12;12;2259;Yes
Tristan8;12;12;2255;Yes
NETG;11;12;2252;Yes
jhonki87;12;12;2244;No
jambin1;12;12;2234;Yes
Kirin I;12;12;2224;Yes
CrazyJT98;11;12;2220;No
TEZLA22;12;12;2220;Yes
Deadpool9601;11;12;2205;Yes
Titan Batto;12;12;2201;Yes
banshi 1;12;12;2196;No
SirDarkStrik;12;12;2194;No
Zurd0;12;12;2191;No
Xx RaTM xX;12;12;2187;Yes
iron bjorn;12;12;2179;Yes
Hunterman17;12;12;2174;Yes
1DarkFire1;12;12;2173;No
0Parzival;12;12;2157;No
PT Diablo;12;12;2150;Yes
RAJAWY91;12;12;2148;No
PALETA DULCE;11;12;2140;No
Simox91;12;12;2138;Yes
Dragonlord91;12;12;2135;Yes
T U S S Y;12;12;2130;Yes
SirAlexLove;12;12;2129;No
jhuuniior;12;12;2126;Yes
xNightfallx;12;12;2117;Yes
xXChArLi3Xx;10;12;2094;Yes
Zape 123;12;12;2093;No
G00D W4Y;12;12;2093;No
DRAKARiS;12;12;2073;No
SenkuAoi;12;12;2061;Yes
Ar3ccO;12;12;2047;No
Dafne18;12;12;2026;No
A B D I E L;11;12;2026;No
ElReyHelado;9;12;2004;Yes
QUETZA7COATL;12;12;1967;No
Smile Boy Mx;12;12;1955;No
spiderbot;12;12;1945;No
0Joel;11;12;1926;No
Arth3rxx;11;12;1916;No
baltodano456;11;12;1906;No
OuttaMyHoose;11;12;1855;No
Browniiii;10;12;1832;No
elportee;0;0;0;No
