Name;Completed;Total;Score;Completed Bonus
ISABEL LMS;11;11;2703;Yes
Kike1970;11;11;2680;Yes
ALMADA410;11;11;2643;Yes
NIKlTA;11;11;2642;Yes
YASHYRO RYU;11;11;2535;Yes
Yapaye;11;11;2475;Yes
lRafal;10;11;2448;Yes
Kirin I;11;11;2403;Yes
GHi Peki;11;11;2394;Yes
xXChArLi3Xx;11;11;2299;Yes
MARGINAD0;9;11;2286;Yes
El PeRKE;11;11;2277;Yes
Xx RaTM xX;11;11;2259;Yes
nico0370;11;11;2239;Yes
Valentin 130;11;11;2228;Yes
Titan Batto;11;11;2223;Yes
Kaprioty;11;11;2223;Yes
khalidkj;11;11;2189;No
SirAlexGold;11;11;2171;Yes
Mini Hel3n4;11;11;2164;No
ARIDER 23;11;11;2160;Yes
A B D I E L;11;11;2134;No
ElReyHelado;11;11;2124;No
0PARZIVAL;11;11;2122;Yes
llrafall;10;11;2112;No
HERNANDEZ21;11;11;2111;Yes
AREYESAMAYA;10;11;2100;Yes
El Kraken1;11;11;2098;Yes
Capu beni;11;11;2095;Yes
Javi 57;11;11;2083;No
Ju4nM4;11;11;2081;No
OuttaMyHoose;11;11;2077;No
Beretta99;10;11;2072;Yes
Gio 128;11;11;2048;No
Dafne18;11;11;2047;Yes
Exp Warren;11;11;2045;Yes
LoboMartin02;11;11;2042;Yes
Jinkatama;10;11;2042;Yes
Tristan8;11;11;2037;Yes
NoOoCHi;11;11;2037;No
TETASQUIETO;11;11;2035;Yes
oliveerg;11;11;2034;Yes
SirDarkStrik;11;11;2031;Yes
lxRAGNARxl;11;11;2029;Yes
ALREAM;11;11;2023;Yes
Ar3ccO;11;11;2023;Yes
QUETZA7COATL;11;11;2019;No
Oscardcs;11;11;2015;Yes
NETG;11;11;1995;No
PT Diablo;11;11;1987;Yes
jhonki87;11;11;1986;No
SenkuAoi;11;11;1982;No
Hokage Maxx;10;11;1982;Yes
Mr Z A T A N;11;11;1958;Yes
IManniacI;11;11;1952;No
Sam Vimes;11;11;1950;Yes
Hunterman17;11;11;1949;Yes
1DarkFire1;11;11;1948;Yes
xNightfallx;11;11;1940;Yes
lanceloth12;11;11;1940;Yes
jambin1;11;11;1937;No
spiderbot;11;11;1925;Yes
VEGGIITTOO;11;11;1913;Yes
el mato a 7;11;11;1912;No
Mala noche;11;11;1911;Yes
JD Hoooney;10;11;1906;Yes
RAJAWY91;11;11;1905;Yes
PALETA DULCE;11;11;1901;Yes
JosepChikili;11;11;1900;Yes
HattoriJosh;10;11;1894;No
Perceo;11;11;1890;No
1Noah1;10;11;1889;Yes
HERMANO FIEL;11;11;1884;Yes
DRAKARiS;10;11;1860;Yes
lealitooo;11;11;1848;No
Simox91;11;11;1838;Yes
1killito1;11;11;1824;Yes
ALUCARD 503;10;11;1814;No
LuzDorada;9;11;1810;Yes
PIRO LINDO 2;11;11;1795;No
Dragonlord91;11;11;1786;No
iron bjorn;11;11;1781;No
manuchao22;10;11;1780;No
Elportee;10;11;1737;Yes
Deadpool9601;11;11;1724;No
GARVALLH JR;11;11;1721;No
The Inhumano;10;11;1718;No
Hel3n4;8;9;1608;No
racagu;0;0;0;No
0Joel;0;0;0;No
S3xy tazZo;0;0;0;No
AARIELLL;0;0;0;No
AAKILESS RYU;0;0;0;No
