Name;Completed;Total;Score;Completed Bonus
KentoNanami;10;11;2978;Yes
MORRIGAN 666;11;11;2810;Yes
Guenyiar;11;11;2793;Yes
Basi BaM;11;11;2688;Yes
locomotora50;11;11;2623;Yes
Chema38;11;11;2599;Yes
MF YukariShi;11;11;2546;Yes
Drizztlugo;10;11;2492;Yes
omegasclmb;11;11;2475;Yes
Akita v;11;11;2417;Yes
sarily;11;11;2404;Yes
Ako Ako 98;11;11;2400;Yes
KillerRalph0;11;11;2374;Yes
ES LIA;11;11;2359;Yes
cayo2024;10;11;2352;Yes
1eOmegaclmb;11;11;2350;Yes
Elsin;11;11;2334;Yes
XxSeruhioXx;11;11;2312;Yes
laUmikeltron;11;11;2295;Yes
monky120;11;11;2292;Yes
Diasus;11;11;2292;Yes
Valroc;11;11;2275;Yes
Heviel;11;11;2267;No
mala yerba;11;11;2257;Yes
vihenna00;11;11;2249;No
Wotam;11;11;2243;Yes
DRAKO rc;11;11;2242;Yes
1e DEMOLEDOR;11;11;2236;Yes
x BANXICO x;11;11;2220;Yes
Karenzitq;11;11;2208;Yes
Javierblan;11;11;2196;Yes
ODIN m;11;11;2189;Yes
iKarensita;11;11;2187;Yes
ES VLC73;11;11;2182;No
ES VALLEKA0;11;11;2177;Yes
Black Liger;10;11;2172;Yes
Jarlaxe;10;11;2170;Yes
Ave Fenix vr;10;11;2169;Yes
Chavelox;11;11;2166;Yes
Valle10;11;11;2163;Yes
Sr MICKEY;11;11;2162;Yes
PechaN13;11;11;2162;Yes
Carlos130277;11;11;2155;Yes
Yako57;11;11;2154;Yes
LOKI mn;11;11;2139;Yes
Thezoombiii;11;11;2131;Yes
1e kalox;11;11;2109;No
zT Tian;11;11;2094;Yes
xxA N G E Lx;11;11;2085;No
DragonHouse;11;11;2085;Yes
Namysam;11;11;2084;No
lordDanny00;10;11;2075;Yes
keanelove;11;11;2074;No
KarenxiTq;11;11;2070;No
Mr Juanzhito;10;11;2064;Yes
LAU VARGAS07;10;11;2061;No
kvothe 19;10;11;2061;No
Pel1;11;11;2048;Yes
Nico Robin26;11;11;2046;No
Lugo75;10;11;2041;No
A N D E R D;11;11;2039;No
M14a1;10;10;2034;Yes
miya musashi;10;11;2031;Yes
Checho801;11;11;2023;No
Slime 3;11;11;2017;Yes
TWICE OT9;11;11;2015;No
mrbulllzz221;11;11;2013;No
MF YukariSid;11;11;1964;No
MF YukariBob;11;11;1959;No
lokokuerdo;10;11;1947;No
Lord Xing S2;11;11;1938;No
limite12;11;11;1925;Yes
Darkeysi;10;11;1921;Yes
shiro128;10;11;1903;No
limite1;11;11;1881;Yes
jog2;11;11;1874;Yes
vikingo;11;11;1860;No
DarkLord 0;11;11;1854;No
laU Vip;11;11;1813;No
felipe l pro;8;11;1812;Yes
MF FBI Agent;7;7;1407;No
