Name;Completed;Total;Score;Completed Bonus
F41RYT41L;9;10;2561;No
Chema38;10;10;2274;No
Iam GozeX;10;10;2186;No
ES VALLEKA0;10;10;2171;No
Yako57;10;10;2096;No
omegasclmb;10;10;2086;No
KiNgJuLiO;10;10;2072;No
M1R4J4N3;10;10;2064;No
Wotam;10;10;2064;No
MF YukariShi;10;10;2060;No
SIUL REIVAJ;10;10;2045;No
ES KIRA 17;10;10;2042;No
35D34TH;10;10;2030;No
MF FBI Agent;10;10;2026;No
XxSeruhioXx;10;10;2018;No
Heviel;10;10;2010;No
1e DEMOLEDOR;10;10;2004;No
1e kalox;10;10;1992;No
miya musashi;10;10;1985;No
Nico Robin26;10;10;1965;No
ES DSL 20;10;10;1961;No
sarily;10;10;1957;No
ELIDER JBP;10;10;1950;No
mrbulllzz221;10;10;1946;No
keanelove;10;10;1942;No
ES SANA 62;10;10;1934;No
Lugo75;10;10;1928;No
shiro128;10;10;1920;No
ReyBestia1;10;10;1914;No
Drizztlugo;9;10;1914;No
ES YOL 63;10;10;1913;No
LUISJBP;10;10;1907;No
Akita v;9;10;1906;No
ES VLC73;10;10;1903;No
Namysam;10;10;1892;No
Lord nocho 4;10;10;1891;No
Guenyiar;10;10;1890;No
BO55 BABY;10;10;1885;No
ES ALE 94;10;10;1882;No
Valroc;10;10;1877;No
DRAKO rc;10;10;1869;No
Karenzitq;10;10;1867;No
KarenxiTq;10;10;1847;No
RVERTICAL;10;10;1847;No
Sgael;10;10;1846;No
felipe l pro;10;10;1844;No
kvothe 19;10;10;1842;No
zkil;10;10;1840;No
vihenna00;10;10;1839;No
lokokuerdo;10;10;1834;No
ES LIA;10;10;1829;No
Mr Juanzhito;10;10;1825;No
mala yerba;10;10;1824;No
iKarensita;10;10;1820;No
Ave Fenix vr;10;10;1818;No
Elsin;10;10;1816;No
54K4K1 RY0K0;10;10;1812;No
style clash;10;10;1807;No
Ss Cronos;10;10;1804;No
Mery  15;10;10;1792;No
TWICE OT9;10;10;1790;No
Ako Ako 98;10;10;1786;No
1eOmegaclmb;10;10;1786;No
MF YukariBob;10;10;1785;No
Thezoombiii;10;10;1779;No
de ferrol;10;10;1779;No
juligan;10;10;1776;No
XErrante;10;10;1760;No
lordDanny00;10;10;1753;No
zipi;10;10;1753;No
ODIN m;10;10;1750;No
Dark Lord 0;9;10;1739;No
06saske;10;10;1736;No
arubiac;10;10;1723;No
xAndarna;10;10;1721;No
jog2;10;10;1716;No
GozeX;10;10;1715;No
DAR10;10;10;1712;No
Nahu94;10;10;1712;No
zape;10;10;1710;No
Khal Drogo 9;10;10;1708;No
zT Tian;9;10;1707;No
LOKI mn;10;10;1702;No
1T4CHI;9;10;1700;No
Radhamantyss;10;10;1697;No
Tairn;10;10;1694;No
Jarlaxe;8;10;1677;No
vikingo;10;10;1673;No
DragonHouse;10;10;1672;No
A N D E R D;10;10;1670;No
TiNNKeRr;10;10;1668;No
Gaby TMO;10;10;1666;No
FvictoriaF;10;10;1655;No
Rey Mazacre;10;10;1644;No
Pel1;9;10;1630;No
Gigante 1;10;10;1619;No
MF YukariSid;9;10;1600;No
KINGLYON 5;8;10;1516;No
1e Frodo;1;1;168;No
BTL KING 3;0;1;0;No
