Name;Completed;Total;Score;Completed Bonus
MoisesGSX1;11;11;2711;Yes
DK ANA;11;11;2639;Yes
ARGpunisher;11;11;2619;Yes
DK NICOL;11;11;2609;Yes
DK  DARK;11;11;2557;Yes
HthG;11;11;2491;Yes
Sugar Nami;11;11;2490;Yes
Carlos 901;11;11;2487;Yes
QUEEN NAMI;11;11;2480;Yes
CARLOS 90;11;11;2459;Yes
Ibra 14;11;11;2453;Yes
NOinmortal;11;11;2448;Yes
DK CHUPIlUPi;11;11;2446;Yes
killua3;11;11;2422;Yes
DJ DUQUE;11;11;2354;Yes
XxLUNA xX;11;11;2344;Yes
DK Y1NG;11;11;2288;Yes
LIONKING HDe;11;11;2287;Yes
Man Go Home;11;11;2269;Yes
B4RRAKUS;11;11;2256;Yes
elvisnav656;11;11;2244;Yes
Kamikazefb;11;11;2241;Yes
Sharkissxx;11;11;2239;Yes
ERHAN1903;11;11;2234;Yes
x Zoux x;11;11;2220;Yes
BERSERK JG;11;11;2214;Yes
Guerrenogue;11;11;2201;Yes
Joanna 1;10;11;2186;Yes
Guerrero lgd;10;10;2174;Yes
A Tiger A;10;10;2158;Yes
Dead River;11;11;2131;Yes
Lionbaby26;10;11;2125;Yes
XxHarley xX;11;11;2117;No
th3 BeastxX;11;11;2091;No
RisingDead;11;11;2090;Yes
Queenlion22;10;11;2088;Yes
luisilloo00;10;10;2075;Yes
harald f;11;11;2073;Yes
One Luffy;11;11;2072;Yes
DK FANG;10;11;2070;Yes
ColdRain;10;11;2058;Yes
lionsilver7;11;11;2052;No
CV Oussama;10;11;2045;Yes
luisitoo11;10;11;2042;Yes
WILO95;11;11;2037;No
cleopatra 20;11;11;2037;Yes
KG Azteka;11;11;2035;Yes
teQuila2;11;11;2028;Yes
Zeldriz12;11;11;2026;Yes
CERBERO 0000;11;11;2008;Yes
NaStAr2420;11;11;2006;No
lhuis1978;11;11;2002;No
NauN;11;11;1999;Yes
LunasMan;9;9;1998;No
Ripple x;10;10;1994;No
xXLeitoXx;11;11;1989;Yes
Devastador07;11;11;1944;Yes
FredyMorales;11;11;1937;No
aa Aqua aa;10;10;1935;No
xXyankeeXx;10;11;1916;Yes
XKratos WarX;10;11;1911;No
BLACK VEN0M;11;11;1911;No
Robert969;11;11;1910;No
CV Jolex21;11;11;1905;No
Especialis7a;9;11;1902;Yes
Bartfort;11;11;1882;No
VlM DORUK oo;11;11;1880;No
DK Inmortal;9;10;1878;No
Petette;11;11;1877;No
Garp2021;11;11;1873;No
GingiAmano;10;10;1858;Yes
Lionprince19;10;11;1833;No
DZ baba Yaga;10;10;1828;No
IMANOL POOL;11;11;1812;Yes
Halc0n 7;9;10;1809;No
CALDERONI;11;11;1805;No
Oo Rolex oO;10;11;1804;Yes
LordMacr;10;10;1772;No
Lord JJDH;11;11;1753;No
Minilion7;9;9;1622;Yes
DK B A N K;7;7;1606;Yes
more more 1;7;9;1470;No
BlackLady 00;0;0;0;No
BlackLord 00;0;0;0;No
C4RN4GE X;0;0;0;No
GOYO19S9;0;0;0;No
