Name;Completed;Total;Score;Completed Bonus
DK  DARK;10;10;2155;No
Minilion7;10;10;2115;No
Ripple x;10;10;2102;No
KaNiBaLxxx;10;10;2078;No
RisingDead;10;10;2033;No
DK FANG;10;10;2028;No
killua3;10;10;1992;No
DK ANA;10;10;1973;No
QUEEN NAMI;9;10;1971;No
Lionbaby26;10;10;1959;No
Lionprince19;10;10;1956;No
Man Go Home;10;10;1955;No
Queenlion22;10;10;1951;No
aa Aqua aa;10;10;1949;No
lionsilver7;10;10;1947;No
DK NICOL;10;10;1936;No
Carlos 901;10;10;1931;No
B4RRAKUS;10;10;1919;No
Sugar Nami;10;10;1911;No
lhuis1978;10;10;1899;No
elvisnav656;10;10;1897;No
BERSERK JG;10;10;1892;No
CARLOS 90;10;10;1889;No
CV IsJustMe;10;10;1888;No
LIONKING HDe;10;10;1888;No
DJ DUQUE;10;10;1888;No
A Tiger A;10;10;1876;No
CV Oussama;10;10;1875;No
Zeldriz12;10;10;1863;No
ARGpunisher;10;10;1860;No
Ibra 14;10;10;1858;No
DK B A N K;10;10;1856;No
Guerrenogue;10;10;1847;No
Estampa 18;10;10;1838;No
Axl  Mature;9;9;1817;No
Guerrero lgd;10;10;1817;No
XxHarley xX;10;10;1802;No
cleopatra 20;10;10;1800;No
kekeke23;10;10;1799;No
LordAlbertus;10;10;1796;No
KG Azteka;10;10;1780;No
Too PuTiTo;9;10;1776;No
xXCHIMUEL0Xx;10;10;1775;No
Elon Musk2;10;10;1762;No
MoisesGSX1;8;9;1753;No
teQuila2;10;10;1749;No
Grwolf15;9;10;1748;No
harald f;9;10;1740;No
NOinmortal;9;10;1723;No
Ayankouji;10;10;1718;No
Devastador07;10;10;1691;No
Halc0n 7;9;9;1682;No
Bakitaaa;10;10;1677;No
Bartfort;10;10;1670;No
NauN;9;9;1664;No
luisitoo11;10;10;1663;No
LordMacr;10;10;1654;No
GingiAmano;10;10;1651;No
luisilloo00;9;10;1647;No
Luisanaa;9;10;1632;No
HiDeoN433;8;8;1630;No
Especialis7a;9;10;1613;No
Petette;10;10;1577;No
Lord JJDH;10;10;1555;No
NaStAr2420;8;10;1537;No
lactor65;8;10;1530;No
LordMore;9;9;1528;No
IMANOL POOL;10;10;1526;No
The King Zam;10;10;1521;No
DK Inmortal;9;9;1521;No
xXxAmigoxXx;10;10;1520;No
CALDERONI;9;9;1515;No
Piojo tuert0;9;10;1508;No
Seabiscuitt;9;9;1506;No
Big Akiles;8;9;1467;No
xXyankeeXx;9;10;1466;No
FredyMorales;9;9;1459;No
VlM DORUK oo;9;10;1438;No
BLACK VEN0M;9;10;1423;No
CERBERO 0000;7;9;1377;No
ERHAN1903;7;10;1372;No
ReyHUESOS;9;10;1339;No
DZ baba Yaga;7;7;1304;No
Eduardo0l;8;9;1271;No
XGargolaX;7;7;1263;No
th3 BeastxX;6;6;1177;No
x Zoux x;6;6;1069;No
CV Jolex21;7;8;871;No
Lobitoferoz7;0;0;0;No
drago Z;0;0;0;No
more more 1;0;0;0;No
