Name;Completed;Total;Score;Completed Bonus
elvisnav656;10;10;2120;No
Guerrenogue;10;10;1810;No
Lionbaby26;10;10;1745;No
QUEEN NAMI;10;10;1728;No
greenhunter6;10;10;1716;No
la sierra;10;10;1714;No
DK NICOL;10;10;1706;No
el hacha;10;10;1705;No
LIONKING HDe;10;10;1698;No
Carlos 901;10;10;1691;No
lhuis1978;10;10;1686;No
Queenlion22;10;10;1682;No
TU MA CHO;10;10;1671;No
DK CATRACHA;10;10;1663;No
Amortiguador;10;10;1659;No
lionsilver7;10;10;1655;No
starblack6;10;10;1638;No
Sugar Nami;10;10;1638;No
Lionprince19;10;10;1632;No
HDe BANK;10;10;1621;No
Big Akiles;9;10;1611;No
DK Rascal;10;10;1574;No
EL CHUPILUPI;9;9;1570;No
DK AOME;10;10;1557;No
Duque999;10;10;1555;No
Mini Anita;10;10;1554;No
DK Anita;10;10;1542;No
DK MISHA;10;10;1531;No
duque1111;10;10;1520;No
EL CHIVIRICO;10;10;1520;No
DK ABL;10;10;1516;No
DK SETH;10;10;1499;No
Romisaa 1;8;8;1482;No
Devastador07;9;10;1440;No
Mini Mini 1;10;10;1402;No
aa Aqua aa;9;9;1359;No
DK Guzman;8;10;1339;No
Roberto13198;8;8;1331;No
Minilion7;8;8;1318;No
Rosleen 1;8;8;1283;No
Elvis5647;8;8;1277;No
A Tiger A1;8;8;1257;No
abonor1;8;8;1230;No
DK B A N K;7;7;1028;No
RAULITO HDe;6;6;996;No
CERBERO 0002;6;10;912;No
YQuEFuE;5;5;839;No
TU PUTITA;5;5;803;No
Catrachita;5;5;792;No
XxBadGirlsxx;4;5;691;No
bunny HDe;3;3;494;No
cleopatra 20;2;2;336;No
TU PUTITO;2;2;275;No
MoralesFredy;0;3;0;No
O That Guy;0;0;0;No
R E  D;0;0;0;No
Rey King 3;0;0;0;No
Yomama111;0;0;0;No
DZ baba Yaga;0;0;0;No
DK  DARK;0;0;0;No
Credit Union;0;0;0;No
Cappin Chaos;0;0;0;No
Alpha Noodle;0;0;0;No
