Name;Completed;Total;Score;Completed Bonus
DK AOME;11;11;2654;Yes
DK Anita;11;11;2504;Yes
HDe BANK;11;11;2497;Yes
DK Rascal;11;11;2494;Yes
Amortiguador;11;11;2486;Yes
TU PUTITO;10;11;2475;Yes
Sugar Nami;11;11;2468;Yes
SA7rawe 001;11;11;2412;Yes
EL CHIVIRICO;11;11;2406;Yes
DK NICOL;11;11;2389;Yes
DK CATRACHA;11;11;2347;Yes
TU MA CHO;10;11;2334;Yes
Mini Mini 1;11;11;2316;No
Catrachita;11;11;2233;Yes
Dead River;11;11;2219;Yes
DK  DARK;11;11;2205;No
Mini Anita;10;11;2193;Yes
DK ABL;10;11;2182;No
DK MISHA;11;11;2158;Yes
Carlos 901;11;11;2154;Yes
DK SETH;10;11;2152;Yes
elvisnav656;11;11;2126;Yes
B4RRAKUS;11;11;2124;No
aa Aqua aa;10;11;2098;Yes
Guerrero lgd;11;11;2057;No
TU PUTITA;10;11;2048;No
Guerrenogue;11;11;2030;No
gargola 1234;11;11;2017;Yes
DK Guzman;10;11;2014;Yes
Minilion7;8;8;1992;Yes
GUERO 23;11;11;1990;Yes
lhuis1978;11;11;1985;No
Ripple x;10;10;1984;Yes
Zeldriz12;10;11;1979;Yes
Queenlion22;9;9;1921;Yes
x Z0ux x;9;9;1918;Yes
abonor1;9;11;1905;Yes
Petette;11;11;1867;No
YQuEFuE;9;11;1671;No
lionsilver7;7;7;1661;Yes
LIONKING HDe;8;8;1626;Yes
A Tiger A;8;8;1557;Yes
CERBERO 0002;9;11;1500;No
Lionbaby26;7;7;1432;Yes
MoralesFredy;8;8;1386;No
xzouxx123;6;7;1283;Yes
Big Akiles;7;7;1270;No
CALDERONI;7;7;1266;Yes
Ayankouji;6;6;1121;No
RAULITO HDe;6;6;1105;No
semana nt;5;6;1032;No
Devastador07;6;6;1023;No
Lionprince19;5;5;930;No
DZ baba Yaga;2;3;332;No
cleopatra 20;2;2;331;No
YUGIH0;2;3;319;No
The Baki;1;1;209;No
R E  D;0;0;0;No
greenhunter6;0;0;0;No
XxBadGirlsxx;0;0;0;No
el hacha;0;0;0;No
lactor65;0;0;0;No
Duque999;0;0;0;No
la sierra;0;0;0;No
starblack6;0;0;0;No
DogOfWar01;0;0;0;No
luisilloo00;0;1;0;No
Roberto13198;0;0;0;No
JenxGaming;0;0;0;No
FockLords;0;0;0;No
