Name;Completed;Total;Score;Completed Bonus
WwTHANOS53wW;9;9;1860;No
arandano;9;9;1766;No
XDeboraX;9;9;1717;No
Gran Boros;9;9;1663;No
x ICE x;9;9;1627;No
Ternurita xD;9;9;1617;No
HINATA PARK;9;9;1578;No
RogerH;9;9;1575;No
NadPersonal;9;9;1572;No
YoiFm;9;9;1555;No
MarceloIC3;9;9;1554;No
X La Reina X;9;9;1541;No
Metallero69;9;9;1505;No
JoseLuisRxx;9;9;1498;No
Aztaroc;9;9;1498;No
Josedestro;9;9;1497;No
Tanzuko;9;9;1497;No
minipatito;9;9;1495;No
grand rey;8;8;1485;No
InkiietoOxo;9;9;1482;No
Hernanr;9;9;1472;No
BanKMarcelo;9;9;1469;No
LaJackie;9;9;1465;No
CACHAROOOOOO;9;9;1457;No
PHANTOMS 1;9;9;1447;No
METALEROCK75;9;9;1444;No
juju 667;9;9;1439;No
edg1000;9;9;1439;No
wANUBISw;9;9;1428;No
x DOOM x;9;9;1427;No
VeneChi;9;9;1411;No
TuPeorMiedoo;9;9;1410;No
X Peace X;9;9;1409;No
Diego2525;8;9;1408;No
Lady Milu;9;9;1405;No
PARK HINATA;9;9;1394;No
Brandon200;9;9;1392;No
OssiRisLove;9;9;1388;No
Villamill;9;9;1382;No
ODlOSA;9;9;1381;No
XxHinaTaxX5;9;9;1381;No
juju666;9;9;1378;No
Dr Arrecho;9;9;1375;No
RiidDiick;9;9;1375;No
BankRoger;9;9;1374;No
4XL ROSSE;9;9;1367;No
Pekoza;9;9;1364;No
Indestructi;9;9;1363;No
Alexaandraaa;9;9;1361;No
TRizTAn;9;9;1354;No
Azteca Jr;9;9;1350;No
Dios Azteca;9;9;1339;No
REYMELIODAS;9;9;1337;No
Artemis 1203;9;9;1329;No
Elizabeth 05;9;9;1328;No
Legonas34;9;9;1327;No
4NGELIT0;9;9;1321;No
El Shojan;9;9;1320;No
FARTHAMMER;9;9;1316;No
RoOckoO;9;9;1313;No
xNeZuKkox;9;9;1311;No
xxAsEsInAxx;9;9;1308;No
Nimsiky;9;9;1288;No
Kequito;9;9;1287;No
cnstantine;9;9;1286;No
SOY EL LIDER;9;9;1280;No
XxSaKkuRaxX;8;9;1275;No
RAZIEL DARK;9;9;1239;No
MA DA FA KAA;9;9;1216;No
CRISS69;9;9;1207;No
2 PROMETHEUS;9;9;1177;No
1BAGABUNDO3;9;9;1166;No
LeonidasIII;9;9;1137;No
sophnos1;7;9;1028;No
ESC4NOR JR;9;9;1016;No
xALUCARDx;7;9;970;No
inkiietoO;5;5;855;No
XGrakoX;7;9;831;No
Casper08;4;5;804;No
xLittleICEx;5;7;738;No
lLEYENDAA;4;4;583;No
Vinicar 1;1;1;143;No
Sweet1202;0;0;0;No
