Name;Completed;Total;Score;Completed Bonus
Goldpanda12;12;12;3153;Yes
MarceICE;12;12;3023;Yes
Gran Boros;12;12;2962;Yes
sophnos1;12;12;2928;Yes
inkiietoO;12;12;2920;Yes
XxAcexX1;12;12;2895;Yes
InkiietoOxo;12;12;2893;Yes
arandano;12;12;2886;Yes
NadPersonal;12;12;2834;Yes
Tanzuko;12;12;2821;Yes
Casper08;12;12;2810;Yes
Ternurita xD;12;12;2773;Yes
BanKMarcelo;12;12;2749;Yes
RogerH;12;12;2662;Yes
MarceloIC3;12;12;2637;Yes
VeneChi;12;12;2633;Yes
Pedro SB;12;12;2618;Yes
Diego2525;12;12;2609;No
grand rey;11;12;2593;Yes
Vinicar 1;12;12;2591;Yes
Mateo D;12;12;2585;Yes
Camus AC;12;12;2585;Yes
unica2;12;12;2583;Yes
XDeboraX;11;12;2563;Yes
ODlOSA;12;12;2560;Yes
DarwN504;12;12;2543;Yes
RoOckoO;12;12;2541;Yes
Monserratfer;12;12;2529;Yes
Metallero69;12;12;2522;Yes
Indestructi;12;12;2518;Yes
RiidDiick;11;12;2498;Yes
TuPeorMiedo9;12;12;2492;Yes
MACHETE14;12;12;2472;Yes
Alexaandraaa;12;12;2470;Yes
Darkrose46;11;12;2470;Yes
X La Reina X;12;12;2454;Yes
xXGeaXx;12;12;2445;Yes
Berserker300;12;12;2438;Yes
BankRoger;12;12;2415;Yes
WwTHANOS53wW;12;12;2413;Yes
Degaros;11;12;2413;Yes
SOY EL LIDER;12;12;2404;Yes
Aztaroc;12;12;2400;Yes
METALEROCK75;11;12;2397;Yes
HINATA PARK;12;12;2386;Yes
XxHinaTaxX5;12;12;2384;Yes
Berserker305;12;12;2378;Yes
TuPeorMiedoo;12;12;2378;Yes
berserker301;12;12;2371;No
4XL ROSSE;12;12;2352;Yes
STROM14X;12;12;2340;Yes
Lady Milu;12;12;2336;Yes
RENE GADO;12;12;2336;Yes
edg1000;12;12;2335;No
AK Dexdex1;11;12;2333;Yes
wANUBISw;12;12;2326;No
berserker303;12;12;2314;Yes
Artemis 1203;12;12;2311;No
1BAGABUNDO3;12;12;2299;No
xXeponaXx;12;12;2285;Yes
REYMELIODAS;12;12;2269;No
Mirshadow;12;12;2264;No
Franklin F;12;12;2262;No
Dranc3r G R;12;12;2253;Yes
xXEpicaXx;12;12;2247;No
Legonas34;12;12;2240;Yes
juju666;12;12;2230;Yes
ESC4NOR JR;12;12;2225;No
Degaros Bank;11;12;2223;Yes
juju 667;12;12;2217;Yes
MA DA FA KAA;11;12;2200;No
Shadow G R;12;12;2188;No
REIN4 ROJ4;12;12;2180;Yes
Nagini v;12;12;2168;No
paradisv;12;12;2147;No
xNeZuKkox;11;12;2144;Yes
cataleya05;12;12;2137;Yes
Berserker306;12;12;2126;No
RAZIEL DARK;12;12;2123;No
LeonidasIII;12;12;2122;Yes
Villamill;12;12;2120;No
berserker302;12;12;2097;No
Paradisev;12;12;2096;No
Bolo Toxico;12;12;2058;No
JONHHAATHAAN;10;11;2040;No
OssiRisLove;10;12;2039;Yes
El Shojan;12;12;2013;No
Corona beer;10;12;2007;Yes
Bastianfox32;12;12;1960;No
XxSaKkuRaxX;12;12;1955;No
Ian Skinny;12;12;1877;No
minipatito;8;12;1747;Yes
CACHAROOOOOO;11;12;1716;No
Marceloice;0;0;0;No
JUDGE  DREED;0;0;0;No
Sweet1202;0;0;0;No
