Name;Completed;Total;Score;Completed Bonus
Pedro SB;10;10;2512;No
XDeboraX;10;10;2222;No
Ternurita xD;10;10;2180;No
BanKMarcelo;10;10;2174;No
grand rey;10;10;2118;No
inkiietoO;10;10;2106;No
InkiietoOxo;10;10;2094;No
NadPersonal;10;10;2051;No
Casper08;10;10;2044;No
arandano;10;10;2016;No
RogerH;10;10;1997;No
x ICE x;9;10;1996;No
RaV3Nt;9;10;1983;No
Josedestro;10;10;1969;No
RAZIEL DARK;10;10;1962;No
Metallero69;10;10;1925;No
Xx TITTAN xX;10;10;1921;No
METALEROCK75;10;10;1920;No
pain222;10;10;1904;No
MarceloIC3;10;10;1873;No
Gran Boros;10;10;1855;No
Lady Milu;10;10;1852;No
O F F G A ME;10;10;1834;No
edg1000;10;10;1834;No
Shadow G R;10;10;1833;No
Dios Azteca;10;10;1829;No
DarwN504;10;10;1824;No
Mix Dmix;10;10;1814;No
VeneChi;10;10;1801;No
Tanzuko;10;10;1800;No
YoiFm;10;10;1799;No
Bolo Toxico;10;10;1796;No
BankRoger;10;10;1793;No
x DOOM x;9;10;1781;No
XxHinaTaxX5;10;10;1779;No
Vinicar 1;10;10;1777;No
JoseLuisRxx;10;10;1772;No
Corona beer;10;10;1765;No
PARK HINATA;10;10;1763;No
Camus AC;10;10;1746;No
sophnos1;10;10;1736;No
Mateo D;9;10;1732;No
777DON777;9;10;1730;No
WwTHANOS53wW;10;10;1730;No
wANUBISw;10;10;1729;No
Ian Skinny;10;10;1728;No
TuPeorMiedoo;9;10;1728;No
juju666;10;10;1726;No
XxSaKkuRaxX;10;10;1724;No
xNeZuKkox;10;10;1719;No
MACHETE14;9;10;1712;No
xLittleICEx;10;10;1711;No
LaJackie;10;10;1704;No
MA DA FA KAA;10;10;1699;No
HINATA PARK;10;10;1691;No
Bastianfox32;10;10;1689;No
CACHAROOOOOO;10;10;1679;No
PHANTOMS 1;10;10;1672;No
Artemis 1203;10;10;1662;No
Aztaroc;10;10;1649;No
OssiRisLove;10;10;1607;No
juju 667;10;10;1601;No
Indestructi;10;10;1601;No
Villamill;10;10;1573;No
X La Reina X;10;10;1573;No
Diego2525;10;10;1572;No
1BAGABUNDO3;10;10;1571;No
El Shojan;10;10;1564;No
Brandon200;10;10;1551;No
SOY EL LIDER;10;10;1535;No
Elizabeth 05;10;10;1507;No
RoOckoO;10;10;1488;No
minipatito;9;10;1480;No
Legonas34;10;10;1448;No
LeonidasIII;10;10;1320;No
Isabellla;0;0;0;No
STROM14X;0;0;0;No
MKB8;0;0;0;No
King warBda;0;0;0;No
xIKKIDeFenix;0;0;0;No
