Name;Completed;Total;Score;Completed Bonus
Isma King11;8;8;1286;No
IsmakingII;8;8;1219;No
noe26;8;8;1205;No
Gerax 01;8;8;1196;No
Biscochit0;8;8;1190;No
Mariscal1;8;8;1188;No
CamilaV;8;8;1179;No
Leonidas17;8;8;1171;No
Bizcochito 0;8;8;1168;No
ISIcomp;8;8;1164;No
Grappamen;8;8;1158;No
sikrio123;8;8;1151;No
chiquistriki;8;8;1150;No
Gabriela19a;8;8;1133;No
VipZeus;7;8;1104;No
elmanolillo;8;8;1091;No
Jessica20a;8;8;1082;No
Migleon11;8;8;1075;No
el yerar 77;8;8;1063;No
Freya12;7;8;1052;No
el triste;7;7;1031;No
ESTREllA1284;8;8;1016;No
celestiales2;7;7;1007;No
JessicaJr;8;8;997;No
celestino1;7;8;945;No
Ovejacalva09;8;8;911;No
jocha;7;7;899;No
El Cuervofer;7;7;876;No
Amores1;6;6;870;No
Segs33;7;7;857;No
Vegueta3;6;7;806;No
andy lugo;6;6;753;No
Alberto1040;5;5;659;No
Alberto1010;4;4;573;No
Oskar78;5;5;570;No
Sofia Gk;4;4;470;No
BUSHUSHIMA;4;4;428;No
Alberto1020;3;3;413;No
Tinaquillo 2;3;4;411;No
WarhammerR17;3;7;408;No
GabyJr19;3;3;372;No
FelixJr 01;3;3;367;No
cris100413;2;2;239;No
Dracula 07;1;2;144;No
Lord Free;1;5;144;No
Bank Of LVO;1;1;125;No
xRayBanx;0;0;0;No
LocoStylexD;0;0;0;No
AngelStylexD;0;0;0;No
FrikyStylexD;0;0;0;No
Ps57Mazikeen;0;0;0;No
Drawoh PL;0;0;0;No
MICHAEL RH;0;0;0;No
Dj Tauro;0;0;0;No
cris100413 2;0;0;0;No
