Name;Completed;Total;Score;Completed Bonus
Isma King11;9;9;1396;No
IsmakingII;9;9;1393;No
LordFelix18;9;9;1374;No
Alberto1010;9;9;1366;No
noe26;9;9;1343;No
LordCarverus;9;9;1324;No
FrikyStylexD;9;9;1319;No
elmanolillo;9;9;1315;No
andy lugo;9;9;1288;No
Lord Free;7;9;1281;No
ESTREllA1284;9;9;1254;No
Gabriela19a;9;9;1234;No
sikrio123;9;9;1227;No
Leonidas17;8;8;1218;No
Migleon11;8;9;1188;No
EL TAQUITO;9;9;1137;No
ISIcomp;8;8;1120;No
Granger v2;8;9;1086;No
Gerax 01;7;7;1030;No
celestino1;7;8;1006;No
celestiales2;7;7;925;No
chiquistriki;6;7;923;No
el yerar 77;7;7;911;No
Tinaquillo 2;8;8;892;No
Freya12;6;6;891;No
JessicaJr;7;7;825;No
regulares 54;7;7;819;No
jocha;7;7;795;No
Mariscal1;5;5;747;No
Segs33;7;7;738;No
Jessica20a;5;5;722;No
Alberto1020;5;5;715;No
Sofia Gk;5;6;652;No
AngelStylexD;4;4;586;No
FelixJr 01;4;5;475;No
Alberto1040;3;3;407;No
Dracula 07;3;3;372;No
Amores1;2;3;305;No
el triste;2;2;304;No
BUSHUSHIMA;3;4;304;No
Biscochit0;2;2;296;No
LuckyFace;2;2;289;No
Vegueta3;2;2;254;No
GabyJr19;2;2;249;No
Oskar78;2;3;244;No
Bizcochito 0;1;2;152;No
VipZeus;1;2;138;No
CamilaV;1;1;138;No
WarhammerR17;1;6;122;No
MICHAEL RH;0;0;0;No
LocoStylexD;0;0;0;No
xXMRJUANYTXx;0;0;0;No
