Name;Completed;Total;Score;Completed Bonus
chiquistriki;8;8;1248;No
IsmakingII;8;8;1215;No
Bizcochito 0;8;8;1207;No
VipZeus;8;8;1197;No
Isma King11;8;8;1190;No
Freya12;8;8;1178;No
sikrio123;8;8;1144;No
LordCarverus;8;8;1141;No
el triste;8;8;1134;No
Gerax 01;8;8;1121;No
andy lugo;8;8;1121;No
noe26;7;8;1112;No
ESTREllA1284;8;8;1082;No
celestino1;8;8;1078;No
Mariscal1;8;8;1077;No
Leonidas17;8;8;1035;No
LordFelix18;7;7;1034;No
Amores1;7;7;1030;No
Biscochit0;7;8;1023;No
Migleon11;8;8;1017;No
celestiales2;7;7;1000;No
el yerar 77;8;8;988;No
Dracula 07;7;8;950;No
elmanolillo;7;8;939;No
Segs33;7;7;913;No
Jessica20a;6;7;887;No
CamilaV;6;6;861;No
Tinaquillo 2;6;6;742;No
ISIcomp;5;5;737;No
Bank of LVO;5;5;688;No
Gabriela19a;5;5;669;No
Oskar78;5;6;586;No
Sofia Gk;4;6;561;No
GabyJr19;5;6;558;No
Alberto1040;4;4;538;No
JessicaJr;4;6;533;No
jocha;4;4;514;No
FelixJr 01;4;6;482;No
El Cuervofer;3;4;420;No
Vegueta3;3;3;361;No
Lord Free;2;3;313;No
MICHAEL RH;2;2;305;No
WarhammerR17;1;5;122;No
AngelStylexD;0;0;0;No
Drawoh PL;0;0;0;No
LocoStylexD;0;0;0;No
FrikyStylexD;0;0;0;No
BUSHUSHIMA;0;0;0;No
Alberto1010;0;1;0;No
regulares 54;0;0;0;No
Alberto1020;0;0;0;No
cris100413;0;1;0;No
