Name;Completed;Total;Score;Completed Bonus
chiquistriki;8;8;1256;No
LordFelix18;8;8;1247;No
Migleon11;8;8;1232;No
Isma King11;8;8;1224;No
IsmakingII;8;8;1183;No
sikrio123;8;8;1178;No
noe26;8;8;1157;No
Gerax 01;8;8;1095;No
ABORA;8;8;1083;No
Gabiot;8;8;1083;No
EL TAQUITO;8;8;1080;No
Mariscal1;8;8;1064;No
Gabriela19a;8;8;1032;No
ATIS TIRMA79;8;8;1030;No
LuckyFace;8;8;1025;No
andy lugo;8;8;1013;No
SKACHAOS;8;8;1000;No
Jessica20a;8;8;964;No
Sofia Gk;8;8;950;No
ISIcomp;7;7;947;No
GabyJr19;8;8;899;No
FelixJr 01;8;8;880;No
elmanolillo;7;7;876;No
celestino1;7;7;873;No
JessicaJr;8;8;836;No
regulares 54;7;7;792;No
jocha;6;6;790;No
Tinaquillo 2;7;8;746;No
LordCarverus;6;6;735;No
celestiales2;6;6;719;No
FrikyStylexD;5;5;707;No
Leonidas17;5;5;660;No
Segs33;6;6;651;No
el triste;4;6;592;No
Oskar78;4;5;511;No
Lord Free;3;4;467;No
BLAS 2007;2;2;226;No
WarhammerR17;1;7;122;No
MICHAEL RH;0;0;0;No
uufirman;0;2;0;No
Alberto1040;0;0;0;No
LocoStylexD;0;0;0;No
Vegueta3;0;0;0;No
AngelStylexD;0;0;0;No
el yerar 77;0;0;0;No
Bizcochito 0;0;0;0;No
Dracula 07;0;0;0;No
ESTREllA1284;0;0;0;No
BUSHUSHIMA;0;0;0;No
Freya12;0;0;0;No
Alberto1010;0;0;0;No
Biscochit0;0;0;0;No
Amores1;0;0;0;No
VipZeus;0;0;0;No
CamilaV;0;0;0;No
Alberto1020;0;0;0;No
xXMRJUANYTXx;0;0;0;No
