Name;Completed;Total;Score;Completed Bonus
Freya12;7;7;1061;No
IsmakingII;7;7;1057;No
Isma King11;7;7;1054;No
sikrio123;7;7;1044;No
noe26;7;7;1035;No
LordFelix18;7;7;1016;No
Mariscal1;7;7;998;No
celestino1;7;7;980;No
Migleon11;7;7;977;No
Jessica20a;7;7;942;No
Gerax 01;7;7;927;No
elmanolillo;7;7;926;No
Sofia Gk;7;7;918;No
AngelStylexD;7;7;897;No
Bizcochito 0;7;7;861;No
chiquistriki;6;7;853;No
ISIcomp;6;6;835;No
el yerar 77;7;7;833;No
JessicaJr;7;7;828;No
ESTREllA1284;6;7;825;No
LuckyFace;6;7;816;No
FrikyStylexD;7;7;807;No
FelixJr 01;7;7;798;No
el triste;6;6;798;No
Amores1;7;7;789;No
GabyJr19;7;7;786;No
LordCarverus;6;6;778;No
Tinaquillo 2;7;7;767;No
Gabriela19a;6;7;698;No
Segs33;6;6;659;No
VipZeus;5;6;652;No
andy lugo;5;5;647;No
BUSHUSHIMA;6;6;623;No
Leonidas17;4;4;532;No
celestiales2;4;5;517;No
Biscochit0;4;4;515;No
Oskar78;4;4;468;No
Alberto1010;3;3;459;No
jocha;4;4;456;No
regulares 54;4;4;454;No
Dracula 07;1;1;161;No
Lord Free;1;2;145;No
Vegueta3;1;1;125;No
WarhammerR17;0;6;0;No
MICHAEL RH;0;1;0;No
Alberto1040;0;0;0;No
LocoStylexD;0;0;0;No
El Cuervofer;0;0;0;No
CamilaV;0;0;0;No
Alberto1020;0;0;0;No
cris100413;0;0;0;No
