Name;Completed;Total;Score;Completed Bonus
Samaritan876;9;9;1905;No
Ragnarok GD;9;9;1585;No
Nemesis876;9;9;1564;No
pecosa1977;9;9;1543;No
KanAnikila;9;9;1520;No
Alvin0525;9;9;1509;No
Chechu0525;9;9;1488;No
Philipsproo5;9;9;1484;No
mixrh;8;9;1469;No
Brayan1109;8;9;1468;No
Marino1234;9;9;1458;No
Rad Ghost;9;9;1455;No
jesus 23;9;9;1454;No
jpsg0000;9;9;1445;No
JuveS5;9;9;1440;No
LuisGon10;9;9;1430;No
Londor1724;9;9;1420;No
R3Y DE REY3S;9;9;1413;No
Hie12;9;9;1411;No
Coquena;9;9;1409;No
Foo12;9;9;1402;No
mendez 93;9;9;1389;No
Philipspro07;9;9;1373;No
CrazyBomb1;9;9;1366;No
Amastter;9;9;1362;No
DonRamon77;9;9;1357;No
darkking1;8;9;1350;No
bmale;9;9;1349;No
Gustavo83;9;9;1337;No
Philipsproo3;9;9;1314;No
Philipsproo2;9;9;1305;No
Philipspro06;9;9;1296;No
R3Y PELIGRO;9;9;1274;No
Julve15;9;9;1242;No
t3qu3;8;8;1239;No
Reina Glori;8;8;1230;No
rayo1977;8;9;1206;No
kronosDG;8;9;1205;No
REY SUPR3MO;8;9;1174;No
Don Gloton;8;9;1169;No
AMR97;8;9;1160;No
Lolito  Kax;9;9;1158;No
PANDA 2023;7;9;925;No
Philipspro0;7;7;875;No
Philipsproo4;7;7;857;No
BBIT0 FIUFIU;4;4;685;No
TICOMETAL;3;5;504;No
PIKULISIT0;3;4;438;No
