Name;Completed;Total;Score;Completed Bonus
Brayan1109;9;9;1953;No
Samaritan876;9;9;1721;No
Nemesis876;9;9;1705;No
KanAnikila;9;9;1617;No
BBIT0 FIUFIU;9;9;1580;No
AMR97;8;8;1576;No
Troy XX;9;9;1567;No
Chechu0525;9;9;1509;No
DeikerMX;9;9;1509;No
R3Y DE REY3S;9;9;1503;No
Hie12;9;9;1497;No
darkking1;8;9;1491;No
Londor1724;9;9;1489;No
Ragnarok GD;9;9;1487;No
Marino1234;9;9;1482;No
mixrh;9;9;1465;No
jpsg0000;9;9;1440;No
Julve15;9;9;1429;No
Coquena;9;9;1419;No
Rad Ghost;9;9;1405;No
R3Y PELIGRO;9;9;1400;No
Foo12;9;9;1389;No
Philipspro07;9;9;1385;No
Alvin0525;9;9;1384;No
pecosa1977;9;9;1382;No
CrazyBomb1;9;9;1371;No
LuisGon10;9;9;1352;No
jesus 23;8;9;1352;No
bmale;9;9;1343;No
t3qu3;9;9;1336;No
Amastter;9;9;1332;No
mendez 93;8;8;1329;No
CaRoS 77;9;9;1326;No
Philipsproo3;9;9;1302;No
Philipsproo2;9;9;1296;No
Don Gloton;9;9;1291;No
Gustavo83;9;9;1285;No
DonRamon77;9;9;1282;No
Philipspro06;9;9;1278;No
Philipspro0;8;9;1253;No
rayo1977;8;9;1247;No
JuveS5;8;9;1229;No
DESTAJADOR83;9;9;1219;No
TICOMETAL;8;9;1193;No
Reina Glori;8;8;1181;No
kronosDG;8;8;1124;No
PANDA 2023;9;9;1117;No
REY SUPR3MO;6;8;1042;No
Philipsproo4;8;8;1026;No
Lolito  Kax;7;7;1013;No
PIKULISIT0;3;4;438;No
Philipsproo5;1;2;151;No
