Name;Completed;Total;Score;Completed Bonus
Samaritan876;8;8;1264;No
Legion876;8;8;1258;No
R3Y PELIGRO;8;8;1245;No
Hie12;8;8;1223;No
Nemesis876;8;8;1222;No
Marino1234;8;8;1199;No
LuisGon10;8;8;1173;No
Foo12;8;8;1135;No
DonRamon77;8;8;1072;No
CrazyBomb1;7;7;1035;No
KanAnikila;7;7;1009;No
rayo1977;7;7;1002;No
Rad Ghost;7;7;997;No
Coquena;7;7;977;No
Don Gloton;7;7;945;No
Reina Glori;6;7;903;No
REY SUPR3MO;6;6;897;No
mixrh;7;8;887;No
sebastian2wq;6;6;885;No
River Pl4te;6;7;788;No
Gustavo83;6;6;767;No
R1VER PLAT3;5;5;740;No
pecosa1977;4;4;580;No
ElZoquete;4;4;577;No
R3Y DE REY3S;4;5;524;No
kronosDG;4;6;475;No
JuveS5;4;4;419;No
ARMAGEDON42;3;4;411;No
BBIT0 FIUFIU;2;2;302;No
sebas282;2;2;289;No
Julve15;2;2;288;No
t3qu3;2;3;285;No
bmale;2;2;258;No
PIKULISIT0;1;3;146;No
jesus 23;1;1;145;No
Strom1;0;0;0;No
jhomanfrito1;0;0;0;No
Amastter;0;0;0;No
AMR97;0;0;0;No
