Name;Completed;Total;Score;Completed Bonus
Samaritan876;8;8;1353;No
Nemesis876;8;8;1333;No
Marino1234;8;8;1288;No
kronosDG;8;8;1206;No
KanAnikila;8;8;1204;No
mixrh;8;8;1201;No
CrazyBomb1;8;8;1170;No
Hie12;8;8;1167;No
t3qu3;8;8;1164;No
Gustavo83;8;8;1148;No
Coquena;8;8;1148;No
rayo1977;8;8;1146;No
Amastter;8;8;1144;No
LuisGon10;8;8;1143;No
Rad Ghost;8;8;1134;No
Foo12;8;8;1121;No
DonRamon77;8;8;1091;No
REY SUPR3MO;7;8;1061;No
R3Y PELIGRO;7;8;1054;No
ElZoquete;7;8;1051;No
Reina Glori;7;7;1032;No
R3Y DE REY3S;7;7;1011;No
bmale;7;7;998;No
Don Gloton;7;8;998;No
pecosa1977;6;7;872;No
PIKULISIT0;6;7;848;No
JuveS5;3;3;428;No
Julve15;1;1;165;No
Legion876;0;0;0;No
jesus 23;0;1;0;No
BBIT0 FIUFIU;0;0;0;No
AMR97;0;0;0;No
