Name;Completed;Total;Score;Completed Bonus
BLACKGHOST;11;11;2742;Yes
lBerrinchesl;11;11;2721;Yes
Felipe8;11;11;2685;Yes
Matias8;11;11;2651;Yes
QueenDramaa;11;11;2619;Yes
Sr Barrigon;11;11;2580;Yes
MenteMaestra;11;11;2568;Yes
Navi Neytiri;11;11;2564;Yes
99 A MAN;11;11;2558;Yes
JustLau;11;11;2545;Yes
Jedimester;11;11;2523;Yes
XxMGSxX;11;11;2503;Yes
0RickHunter0;11;11;2500;No
ooVaS008oo;11;11;2496;Yes
RoyFocker01;10;11;2474;Yes
ooVaS010oo;11;11;2461;Yes
ooVaS001oo;11;11;2436;Yes
El Dorado;11;11;2433;Yes
ooVaS002oo;11;11;2413;Yes
colosoVX;11;11;2407;Yes
ooVaS005oo;11;11;2401;Yes
RAIBACK;11;11;2400;Yes
ooVaS004oo;11;11;2399;Yes
xWalkerW08x;11;11;2389;Yes
xWalkerS03x;11;11;2368;Yes
MalcriadittA;11;11;2368;Yes
ByDarkDays;11;11;2356;Yes
FedEx2021;11;11;2351;No
NASHA MUERTE;10;11;2339;Yes
ooVaS009oo;11;11;2338;Yes
xWalkerW09x;11;11;2336;Yes
xWalkerS01x;11;11;2334;Yes
Miss Lake;11;11;2333;No
xWalkerS02x;11;11;2326;Yes
Jhoni1;11;11;2321;Yes
Ashnyk;10;11;2321;Yes
ooVaS007oo;11;11;2313;Yes
xWalkerW10x;11;11;2305;Yes
xWalkerS04x;11;11;2295;Yes
S O F l A;11;11;2292;Yes
Thunderekmek;11;11;2289;Yes
Azul16X;11;11;2288;No
el rey montc;11;11;2285;No
ooVaS003oo;11;11;2280;No
WUILSON15;10;11;2278;Yes
JesViGoD;11;11;2258;Yes
Campanula13;10;10;2253;Yes
Chin Dafnn;11;11;2244;No
Athos91;11;11;2243;No
xWalkerW07x;11;11;2238;No
Juan 7777777;11;11;2237;No
xWalkerW06x;11;11;2232;No
Gennosz;11;11;2232;Yes
Dark Mundo;11;11;2230;Yes
ooVaS006oo;11;11;2228;No
Fernando1984;10;11;2216;Yes
Johan0311;10;11;2214;Yes
Darkgreen;10;11;2214;Yes
xWalkerS05x;11;11;2208;No
Sakuron;11;11;2197;Yes
ALAN BOT;11;11;2180;Yes
Dariiooo;10;11;2179;Yes
LadyAzul29;9;11;2155;No
Fifi fifone;11;11;2151;Yes
DOMINIC E77;11;11;2151;Yes
KB Ares I;11;11;2137;Yes
Lone WoIf;11;11;2129;Yes
Espartajesus;11;11;2107;No
P i c a r d;11;11;2096;Yes
Soy Sami;11;11;2094;Yes
sakurito;11;11;2089;Yes
Ehma;11;11;2074;Yes
Analuu;11;11;2039;Yes
Kuuuushhhh;11;11;2015;No
Liiiin;11;11;2012;No
MarkusE77;11;11;2002;Yes
ASTERIS7;11;11;1998;No
pegasus30;9;11;1988;Yes
TheLaPlanta;10;11;1985;No
cyntu;11;11;1985;No
Ninja Soul;11;11;1984;No
ryckzolea;11;11;1971;Yes
Tu  amigo;11;11;1968;No
NahAmunSiwa;11;11;1960;Yes
illidain;11;11;1955;Yes
valencano 13;0;0;0;No
Conejito2306;0;0;0;No
