Name;Completed;Total;Score;Completed Bonus
Takki85;10;10;2348;No
99 A MAN;10;10;2210;No
New Antrax;10;10;2133;No
Chin Dafnn;10;10;2105;No
JustLau;10;10;2102;No
Navi Neytiri;10;10;2094;No
MenteMaestra;10;10;2081;No
Felipe8;10;10;2075;No
FedEx2021;10;10;2069;No
Miss Lake;10;10;2060;No
Campanula13;10;10;2044;No
Sr Barrigon;10;10;2040;No
Chamgadad;8;9;2039;No
Jhoni1;10;10;2028;No
Soy Sami;10;10;2026;No
El Dorado;10;10;2010;No
Michis95;10;10;1985;No
RAIBACK;10;10;1977;No
MalcriadittA;10;10;1954;No
RODO3107;10;10;1951;No
manu gocho;10;10;1949;No
Mitchell 02;10;10;1931;No
ooVaS007oo;10;10;1901;No
NASHA MUERTE;9;10;1886;No
xWalkerS02x;10;10;1871;No
XxMGSxX;10;10;1851;No
venus star;10;10;1848;No
Darkgreen;10;10;1848;No
LadyAzul29;9;10;1848;No
el rey montc;10;10;1843;No
TIME XX;10;10;1839;No
xWalkerS05x;10;10;1838;No
RoyFocker01;10;10;1835;No
S O F l A;10;10;1835;No
Sargentoooo;10;10;1828;No
XxFluffyDom;10;10;1825;No
Fifi fifone;10;10;1823;No
ooVaS008oo;10;10;1820;No
ooVaS009oo;10;10;1810;No
ooVaS001oo;10;10;1810;No
Espartajesus;10;10;1808;No
Kuuuushhhh;10;10;1804;No
Matias8;9;10;1803;No
Fernando1984;10;10;1797;No
xWalkerW10x;10;10;1796;No
Johan0311;10;10;1796;No
BigBerto;10;10;1782;No
colosoVX;10;10;1778;No
xWalkerS01x;10;10;1775;No
Juan 7777777;10;10;1767;No
ooVaS004oo;10;10;1763;No
cyntu;10;10;1761;No
sakurito;10;10;1760;No
xWalkerS03x;10;10;1755;No
ooVaS002oo;10;10;1752;No
Ashnyk;9;10;1752;No
valigolo;10;10;1744;No
xWalkerS04x;10;10;1737;No
xWalkerW09x;10;10;1735;No
Analuu;10;10;1735;No
Sakuron;10;10;1729;No
ooVaS010oo;10;10;1726;No
JUANPE;10;10;1725;No
0RickHunter0;9;10;1711;No
pegasus30;9;10;1706;No
xWalkerW06x;10;10;1701;No
ryckzolea;10;10;1701;No
illidain;10;10;1698;No
Jedimester;10;10;1695;No
Azul16X;9;10;1694;No
xWalkerW08x;10;10;1687;No
QueenDramaa;8;10;1685;No
Dkno25;9;10;1683;No
Liiiin;9;10;1668;No
ALAN BOT;10;10;1667;No
CRISTIAN CT;10;10;1659;No
Athos91;10;10;1652;No
ooVaS003oo;10;10;1646;No
xWalkerW07x;10;10;1642;No
KB Ares I;9;10;1641;No
valencano 13;9;10;1636;No
TheLaPlanta;9;10;1636;No
ooVaS006oo;10;10;1634;No
Jeska33;9;10;1634;No
ASTERIS7;10;10;1628;No
Conejito2306;9;10;1624;No
Dark Mundo;9;10;1622;No
ooVaS005oo;10;10;1615;No
Edrian;10;10;1607;No
Dariiooo;9;10;1606;No
lBerrinchesl;0;2;0;No
