Name;Completed;Total;Score;Completed Bonus
99 A MAN;10;10;2336;No
Takki85;10;10;2224;No
Navi Neytiri;10;10;2126;No
RoyFocker01;10;10;2085;No
Felipe8;10;10;2015;No
Lobitomalo;10;10;2010;No
DANIKA;10;10;2010;No
KING  SEBAS;10;10;2010;No
SH4NKS01;10;10;2010;No
lBerrinchesl;9;10;1995;No
JustLau;10;10;1988;No
MalcriadittA;10;10;1972;No
ooVaS006oo;10;10;1963;No
el rey montc;10;10;1951;No
xWalkerW08x;10;10;1946;No
QueenDramaa;10;10;1944;No
xWalkerS02x;10;10;1925;No
Kuuuushhhh;10;10;1916;No
ooVaS003oo;10;10;1906;No
RAIBACK;10;10;1896;No
xWalkerW10x;10;10;1894;No
Xx Sabo xX;9;10;1893;No
Jhoni1;10;10;1892;No
ooVaS009oo;10;10;1887;No
Sr Barrigon;9;10;1869;No
xWalkerW06x;10;10;1853;No
xWalkerW07x;10;10;1851;No
Ashnyk;10;10;1850;No
xWalkerS04x;10;10;1846;No
cyntu;10;10;1845;No
xWalkerS05x;10;10;1842;No
Fifi fifone;10;10;1838;No
MenteMaestra;9;10;1834;No
ooVaS008oo;10;10;1829;No
Sargentoooo;10;10;1828;No
Fernando1984;10;10;1825;No
Michis95;10;10;1819;No
El Dorado;9;10;1809;No
Campanula13;9;9;1809;No
Matias8;9;10;1808;No
FedEx2021;9;10;1806;No
Natanael 03;9;9;1803;No
ryckzolea;10;10;1794;No
Coloso xv;9;10;1791;No
ooVaS004oo;10;10;1789;No
NASHA MUERTE;9;10;1787;No
ooVaS001oo;10;10;1782;No
ooVaS005oo;10;10;1781;No
Johan0311;10;10;1779;No
XxMGSxX;10;10;1774;No
Jedimester;10;10;1773;No
xWalkerS03x;10;10;1771;No
Ninja Soul;10;10;1757;No
Dark Mundo;10;10;1752;No
Dkno25;10;10;1741;No
ooVaS002oo;10;10;1739;No
XAkelarreX;9;9;1723;No
Soy Sami;10;10;1714;No
KB Ares I;10;10;1702;No
ooVaS007oo;10;10;1692;No
Darkgreen;10;10;1687;No
Juan 7777777;10;10;1683;No
0RickHunter0;9;10;1669;No
Analuu;10;10;1665;No
illidain;10;10;1663;No
ooVaS010oo;10;10;1652;No
xWalkerS01x;10;10;1651;No
xWalkerW09x;10;10;1642;No
ASTERIS7;10;10;1624;No
Chin Dafnn;10;10;1618;No
Miss Lake;8;10;1607;No
CHIZITO;10;10;1587;No
S O F l A;9;10;1574;No
giackrox;9;10;1559;No
JUANPE;10;10;1552;No
TheLaPlanta;9;9;1540;No
Dariiooo;9;10;1483;No
sakurito;8;8;1426;No
Chamgadad;4;4;1265;No
Jeska33;7;7;1252;No
Athos91;1;2;154;No
