Name;Completed;Total;Score;Completed Bonus
Chamgadad;11;11;2697;Yes
99 A MAN;10;11;2632;Yes
Navi Neytiri;11;11;2551;Yes
xWalkerW09x;11;11;2509;Yes
MalcriadittA;10;11;2492;Yes
Ashnyk;11;11;2487;Yes
Matias8;10;11;2486;Yes
NASHA MUERTE;11;11;2485;Yes
ooVaS010oo;11;11;2444;Yes
ooVaS002oo;11;11;2417;Yes
el rey montc;11;11;2411;Yes
JustLau;11;11;2387;No
Jedimester;11;11;2375;No
ooVaS009oo;11;11;2360;Yes
xWalkerW10x;11;11;2357;Yes
MenteMaestra;11;11;2357;No
ooVaS007oo;11;11;2355;Yes
colosoVX;11;11;2342;Yes
ooVaS005oo;11;11;2341;Yes
Michis95;10;10;2326;Yes
xWalkerS03x;11;11;2318;Yes
FedEx2021;10;11;2277;Yes
ooVaS003oo;11;11;2276;Yes
xWalkerS02x;11;11;2266;No
Felipe8;10;11;2258;Yes
ooVaS006oo;11;11;2251;Yes
xWalkerW06x;11;11;2243;Yes
RoyFocker01;10;10;2241;No
QueenDramaa;10;11;2237;Yes
xWalkerS01x;10;11;2227;Yes
Dark Mundo;10;11;2221;Yes
Johan0311;11;11;2211;Yes
Fernando1984;11;11;2210;Yes
Chin Dafnn;11;11;2199;Yes
XxFluffyDom;11;11;2187;Yes
xWalkerW07x;11;11;2185;No
Sargentoooo;11;11;2178;No
ooVaS001oo;11;11;2171;No
Dovux;11;11;2161;Yes
Liiiin;11;11;2157;Yes
XxMGSxX;11;11;2146;Yes
Miss Lake;10;11;2140;No
Jhoni1;10;11;2129;Yes
xWalkerS05x;11;11;2115;No
Takki85;10;11;2108;Yes
xWalkerW08x;11;11;2071;No
S O F l A;11;11;2070;Yes
sakurito;11;11;2068;Yes
RAIBACK;11;11;2067;No
0RickHunter0;10;11;2066;No
Espartajesus;11;11;2064;No
Darkgreen;11;11;2042;Yes
xWalkerS04x;11;11;2018;No
Analuu;11;11;2016;Yes
Fifi fifone;11;11;2007;Yes
cyntu;11;11;2001;No
ooVaS004oo;10;11;1993;No
ryckzolea;11;11;1991;Yes
Juan 7777777;11;11;1990;Yes
Soy Sami;10;11;1985;Yes
illidain;11;11;1969;No
Ninja Soul;11;11;1968;No
JUANPE;11;11;1959;No
ASTERIS7;11;11;1953;Yes
Sr Barrigon;9;11;1942;No
Dkno25;8;10;1919;Yes
ooVaS008oo;10;11;1889;No
valigolo;11;11;1867;No
Sakuron;10;10;1834;Yes
Kuuuushhhh;11;11;1818;No
valigolo02;10;11;1789;Yes
TheLaPlanta;9;11;1627;No
Dariiooo;7;9;1439;No
Campanula13;7;8;1407;No
Jeska33;7;9;1379;No
KB Ares I;4;6;664;No
El Dorado;3;3;603;No
giackrox;3;3;466;No
lBerrinchesl;1;3;214;No
Athos91;1;1;162;No
XAkelarreX;0;0;0;No
Natanael 03;0;0;0;No
