Name;Completed;Total;Score;Completed Bonus
Chamgadad;11;11;2556;No
99 A MAN;11;11;2376;No
Takki85;11;11;2275;No
Campanula13;11;11;2273;No
RoyFocker01;11;11;2271;No
El Dorado;11;11;2266;No
Sargentoooo;11;11;2211;No
Sargento;11;11;2211;No
Miss Lake;11;11;2190;No
Matias8;11;11;2163;No
JustLau;11;11;2150;No
FedEx2021;11;11;2148;No
Dkno25;10;10;2132;No
RAIBACK;11;11;2127;No
Navi Neytiri;11;11;2121;No
xWalkerW09x;11;11;2118;No
0RickHunter0;11;11;2085;No
xWalkerS01x;11;11;2065;No
Fernando1984;11;11;2043;No
S O F l A;11;11;2031;No
ooVaS009oo;11;11;2029;No
el rey montc;11;11;2024;No
xWalkerW08x;11;11;2006;No
Michis95;10;11;2005;No
xWalkerS02x;11;11;1998;No
Jedimester;11;11;1997;No
ooVaS003oo;11;11;1996;No
xWalkerW06x;11;11;1981;No
xWalkerW07x;11;11;1980;No
XxMGSxX;11;11;1979;No
xWalkerS03x;11;11;1976;No
Felipe8;10;11;1976;No
ooVaS002oo;11;11;1961;No
QueenDramaa;10;11;1960;No
xWalkerS04x;11;11;1957;No
ooVaS005oo;11;11;1955;No
MalcriadittA;11;11;1952;No
Ashnyk;11;11;1951;No
ooVaS001oo;11;11;1948;No
Dark Mundo;10;11;1932;No
xWalkerW10x;11;11;1928;No
giackrox;11;11;1925;No
xWalkerS05x;11;11;1924;No
Fifi fifone;11;11;1918;No
FANTA UVA;10;11;1916;No
KB Ares I;11;11;1910;No
ooVaS007oo;11;11;1909;No
ooVaS004oo;11;11;1907;No
XAkelarreX;11;11;1899;No
Darkgreen;11;11;1897;No
Ninja Soul;11;11;1887;No
Johan0311;11;11;1885;No
ooVaS008oo;11;11;1884;No
ooVaS010oo;11;11;1880;No
ooVaS006oo;11;11;1872;No
MEGA MUERT3;10;11;1869;No
Soy Sami;10;11;1845;No
ASTERIS7;11;11;1840;No
illidain;11;11;1827;No
cyntu;11;11;1826;No
JUANPE;11;11;1823;No
ryckzolea;11;11;1813;No
Juan 7777777;11;11;1812;No
MenteMaestra;9;11;1807;No
NASHA MUERTE;9;11;1789;No
lBerrinchesl;8;11;1788;No
Sr Barrigon;9;11;1777;No
Huerta V;11;11;1686;No
HUERTA IV;11;11;1672;No
Analuu;10;11;1626;No
Jeska33;9;11;1509;No
Natanael 03;8;11;1320;No
sakurito;5;5;839;No
MENDoZITA;3;3;596;No
Jhoni1;3;3;491;No
Sakuron;0;0;0;No
HUERTA III;0;0;0;No
Liiiin;0;0;0;No
