Name;Completed;Total;Score;Completed Bonus
Jobolu;9;9;1596;No
Salva100;9;9;1592;No
Rulipz;7;8;1546;No
Mustafunk;9;9;1540;No
x IGUANA x;9;9;1515;No
ISalvatoreI;9;9;1499;No
Raptor1221;9;9;1488;No
LadyMdusa;9;9;1481;No
A SAD 1;9;9;1476;No
alee33;9;9;1467;No
ANTHONY 30;9;9;1465;No
iguanilla;9;9;1451;No
Reina I;9;9;1450;No
Devis;9;9;1432;No
Lord Chars;9;9;1425;No
xXLuThoRXx;9;9;1424;No
ElenadTroya;9;9;1415;No
Bank M0RIA;9;9;1414;No
Dhanielo;9;9;1411;No
Aalexa12;9;9;1407;No
SATANAS A;9;9;1405;No
flamenking;9;9;1404;No
REY LAGARTO;9;9;1402;No
Helena I;9;9;1393;No
alex160895;9;9;1386;No
nenocoketo 9;9;9;1384;No
GIN WOO;9;9;1382;No
PunisherIsma;9;9;1382;No
solreina;9;9;1380;No
Javier 1313;8;9;1368;No
Carl0s007;9;9;1366;No
Fernando1x;9;9;1358;No
Donisaac;9;9;1355;No
xXLuTh0rXx;9;9;1352;No
Aldemar C;9;9;1347;No
hector 1234;6;9;1331;No
aluvion;9;9;1326;No
gelhidro;9;9;1320;No
Andres37;9;9;1315;No
ReinadHielo;9;9;1314;No
Javit08;9;9;1311;No
Sir Enerway;9;9;1301;No
Papox;9;9;1283;No
Coronel10;9;9;1275;No
xTROSSx;9;9;1271;No
carlos0007;9;9;1263;No
Pitbull king;8;8;1263;No
Alejandro 95;8;9;1259;No
canitaman;9;9;1256;No
carloso007;8;9;1245;No
ELMEXICANO;8;9;1233;No
sol lit;8;9;1231;No
camaleonking;8;9;1217;No
PEKA FAW;9;9;1214;No
REYDELNORTE;8;8;1189;No
Belly Dancer;8;9;1173;No
Thanoz C;8;9;1164;No
solitario 00;7;8;1117;No
valee   22;6;6;938;No
DAVIDll1;6;6;826;No
IISL4iF3RII;5;5;757;No
sr biilz;6;7;737;No
KRATOS FAW;5;6;695;No
khalidcroc;4;5;609;No
khalidtortue;4;4;557;No
V KuRaMa V;4;6;538;No
Y U K O N;5;7;526;No
T3oKl3S;3;3;380;No
Kurusaki 10;2;4;278;No
coco crocodi;2;4;269;No
ImSo G O K U;0;0;0;No
IIThorrII;0;0;0;No
Rulipzin;0;0;0;No
