Name;Completed;Total;Score;Completed Bonus
REY LAGARTO;9;9;1724;No
Salva100;9;9;1550;No
Carl0s007;9;9;1547;No
Javier 1313;8;9;1546;No
SATANAS A;9;9;1543;No
Jobolu;9;9;1540;No
Coronel10;9;9;1511;No
Reina I;9;9;1503;No
A SAD 1;9;9;1483;No
Mustafunk;9;9;1478;No
PunisherIsma;9;9;1476;No
gelhidro;9;9;1476;No
ISalvatoreI;9;9;1471;No
Javit08;9;9;1458;No
Helena I;9;9;1446;No
khalidcroc;9;9;1443;No
solitario 00;9;9;1442;No
khalidtortue;9;9;1439;No
Ammy02;9;9;1437;No
Andres37;9;9;1431;No
nenocoketo 9;9;9;1425;No
flamenking;9;9;1422;No
camaleonking;9;9;1417;No
ANTHONY 30;9;9;1414;No
ElenadTroya;9;9;1412;No
Dhanielo;9;9;1412;No
LadyMdusa;9;9;1388;No
Devis;9;9;1376;No
IISL4iF3RII;9;9;1375;No
Bank M0RIA;9;9;1374;No
Aldemar C;9;9;1371;No
Sir Enerway;9;9;1363;No
angelo98981;9;9;1354;No
solreina;9;9;1348;No
coco crocodi;9;9;1344;No
JULIO CSAR 3;9;9;1334;No
carloso007;9;9;1333;No
REYDELNORTE;9;9;1327;No
sol lit;9;9;1321;No
alex160895;9;9;1316;No
Belly Dancer;9;9;1316;No
Fernando1x;9;9;1313;No
x IGUANA x;9;9;1311;No
ELMEXICANO;9;9;1310;No
xTROSSx;9;9;1304;No
iguanilla;9;9;1292;No
ReinadHielo;9;9;1291;No
canitaman;9;9;1266;No
GIN WOO;9;9;1263;No
carlos0007;9;9;1260;No
Donisaac;8;8;1259;No
hector 1234;8;9;1231;No
Lord Chars;8;8;1229;No
Thanoz C;9;9;1209;No
brantee;8;8;1199;No
3l gladiador;8;8;1185;No
Pitbull king;7;8;1123;No
tottooo;8;9;1118;No
aluvion;8;8;1109;No
V KuRaMa V;7;8;1032;No
Alejandro 95;7;8;1014;No
Kurusaki 10;6;7;953;No
Davidllll;6;6;883;No
valee   22;5;6;814;No
PEKA FAW;5;5;719;No
Raptor1221;4;5;648;No
Papox;4;4;552;No
sr biilz;1;3;138;No
hung9999;0;0;0;No
Hung SG6868;0;0;0;No
HungSG999999;0;0;0;No
Hung SG 6868;0;0;0;No
PEKA COIHUES;0;0;0;No
KRATOS FAW;0;0;0;No
Y U K O N;0;1;0;No
alee33;0;0;0;No
Aalexa12;0;0;0;No
BANK RUB1US;0;0;0;No
antrocha;0;0;0;No
Spencer 98;0;0;0;No
ChapulinRojo;0;0;0;No
3L RUB1US;0;0;0;No
Pancito001;0;0;0;No
