Name;Completed;Total;Score;Completed Bonus
El Dictador;10;10;2073;No
Carl0s007;10;10;2060;No
Salva100;10;10;2049;No
PunisherIsma;10;10;1989;No
A SAD 1;10;10;1968;No
Ammy02;9;10;1901;No
BotFrankii;10;10;1899;No
ReinadHielo;10;10;1880;No
solreina;10;10;1833;No
ELMEXICANO;10;10;1828;No
Aldemar C;10;10;1828;No
Bank M0RIA;10;10;1827;No
carloso007;9;10;1813;No
winnie poo1;10;10;1803;No
Javier 1313;9;10;1801;No
Dhanielo;9;10;1799;No
Sr Luis;10;10;1794;No
Jobolu;10;10;1766;No
ISalvatoreI;10;10;1765;No
tootto;9;10;1764;No
Donisaac;10;10;1763;No
aluvion;10;10;1763;No
XkingLuisX1;10;10;1749;No
REY LAGARTO;10;10;1740;No
XkingLuisX;10;10;1740;No
AtamiZeta;10;10;1735;No
iguanilla;10;10;1734;No
REYDELNORTE;10;10;1733;No
AZ Atami;10;10;1732;No
Coronel10;10;10;1729;No
x IGUANA x;10;10;1723;No
Pitbull king;10;10;1723;No
ArMaN 10;10;10;1721;No
The FAW;10;10;1707;No
Sir Enerway;10;10;1692;No
valee   22;10;10;1689;No
Aalexa12;9;10;1687;No
brantee;9;10;1687;No
carlos0007;10;10;1677;No
Helena I;10;10;1674;No
ElenadTroya;9;10;1671;No
Reina I;10;10;1663;No
Lord Chars;10;10;1663;No
Platanito323;10;10;1656;No
gelhidro;9;10;1651;No
Atamy;10;10;1646;No
Davidllll;10;10;1640;No
alex160895;10;10;1640;No
nenocoketo 9;10;10;1633;No
hector 1234;10;10;1629;No
XkingLuisX4;10;10;1612;No
Devis;10;10;1606;No
Mustafunk;10;10;1593;No
El matador01;9;10;1580;No
alee33;8;10;1579;No
IISL4iF3RII;9;10;1574;No
coco crocodi;9;10;1561;No
angelo98981;9;10;1552;No
Alejandro 95;10;10;1549;No
Belly Dancer;9;10;1548;No
xTROSSx;10;10;1541;No
Thanoz C;9;10;1524;No
SATANAS A;9;10;1520;No
1Tamy;9;10;1515;No
Luckity1209;10;10;1511;No
lanus14;10;10;1509;No
ABUELO2000;10;10;1508;No
randyLK;9;9;1507;No
3l gladiador;9;10;1506;No
canitaman;9;10;1500;No
sol lit;10;10;1500;No
khalidtortue;9;10;1493;No
flamenking;9;10;1435;No
khalidcroc;9;10;1378;No
camaleonking;9;10;1376;No
Fernando1x;9;10;1369;No
sr biilz;10;10;1346;No
Spencer 98;9;9;1276;No
BANCO KURAMA;9;9;1257;No
COIHUES CRC;9;10;1248;No
PEKA FAW;8;10;1164;No
AJELANDROo;6;6;1085;No
ANTHONY 30;6;6;1059;No
KRATOS FAW;8;10;1027;No
Evl KuRaMa;7;9;1002;No
JULIO CSAR 3;5;6;767;No
XxTsukinoxX;4;7;758;No
Y U K O N;5;9;736;No
BANCO YUKON;4;5;659;No
Evl DIABLA;2;3;438;No
Tatsumaky16;1;6;248;No
LadyMdusa;0;0;0;No
BANK RUB1US;0;0;0;No
Bazfor;0;0;0;No
XxfilolialxX;0;0;0;No
Ingenua;0;0;0;No
kmilovar;0;0;0;No
