Name;Completed;Total;Score;Completed Bonus
Ven Ktecacho;11;11;2704;No
Gera68;11;11;2418;No
Akitedoy;11;11;2392;No
RaMiiReZz24;11;11;2309;No
Cores;11;11;2305;No
davisxd13;11;11;2286;No
cieguito;11;11;2273;No
Dinamita000;11;11;2270;No
BaKcusKILL;11;11;2268;No
DanielCPM;11;11;2247;No
LordFranking;11;11;2241;No
Darkcod;11;11;2234;No
Tuerto;11;11;2232;No
Pupilo2020;11;11;2225;No
Huntsman198;11;11;2179;No
XxTurGuTxX;11;11;2149;No
tesoropirata;11;11;2148;No
bocajrss;9;9;2142;No
Hinata198;11;11;2141;No
Amaro Snappe;11;11;2140;No
CH Fox pro;11;11;2138;No
nianiayuliaz;11;11;2138;No
Franking127;11;11;2122;No
Delsy14;11;11;2115;No
CH  Fox;11;11;2115;No
CapitanLuffy;10;11;2111;No
SPaRRoWdark;11;11;2107;No
RaMiiReZz1;11;11;2103;No
RaMiiReZz;11;11;2100;No
amr kilany;10;11;2094;No
VALIR LM;11;11;2091;No
YINGYANG SOO;10;11;2089;No
stev123;11;11;2086;No
Keila Jr;11;11;2086;No
Lazy Reader;11;11;2082;No
Delsy;11;11;2080;No
Dragonear;11;11;2079;No
Crazy Apple;11;11;2077;No
MacArthor;11;11;2069;No
craxus;11;11;2054;No
ramdai;11;11;2053;No
JASP Cosmos;11;11;2053;No
arkdarkangel;11;11;2049;No
nljorge2015;11;11;2047;No
CryWolf0000o;10;11;2045;No
minipirata;11;11;2044;No
SevenFree;11;11;2043;No
Seenusharma;10;11;2041;No
Gemini 09;11;11;2036;No
Knight Lute;11;11;2026;No
FugasDark;11;11;2023;No
Agent 89;11;11;2016;No
444455555f;11;11;2009;No
LORD ISRAFEL;10;11;2009;No
Fortus2556;11;11;2003;No
Titto o1;11;11;1999;No
Full champx3;9;11;1990;No
B1ack  Beard;11;11;1981;No
RockDXebe;11;11;1977;No
abrahamchino;10;11;1976;No
Maroc 1rad2;11;11;1970;No
FiberIA;11;11;1964;No
Anton200;10;11;1956;No
Im Tobii;11;11;1947;No
foodXtrigo;11;11;1935;No
condoritoo;11;11;1935;No
Tholin;11;11;1935;No
Dixon93;9;9;1906;No
Anon Z;11;11;1884;No
ViperIA;11;11;1879;No
Zeexysssm;11;11;1875;No
BLACK BARTD;11;11;1858;No
toma toma ch;10;11;1849;No
Rainbow 2023;11;11;1847;No
MapleQoQleaf;11;11;1830;No
hasan dmr;11;11;1826;No
Zevalon;10;11;1824;No
Joss  Lr;9;9;1820;No
Dixon124;8;8;1820;No
Niga777 Oww;10;11;1810;No
Fug4s;11;11;1810;No
Uriel 25;11;11;1794;No
Whitey Bay;10;11;1783;No
WellingtonGF;10;11;1757;No
Ahmed 03 03;9;9;1756;No
I MrLoverman;11;11;1742;No
Ningguan;10;10;1709;No
GUST 69;10;11;1696;No
Paola E;10;10;1630;No
MR RABB1T;8;9;1627;No
KP12;10;11;1627;No
mvk11;9;9;1627;No
