Name;Completed;Total;Score;Completed Bonus
Uriel 25;10;10;2550;No
Darkcod;10;10;2459;No
bocajrss;10;10;2299;No
abrahamchino;10;10;2265;No
SIN ALMA;10;10;2211;No
LORD ISRAFEL;10;10;2159;No
Tuerto;10;10;2119;No
RaMiiReZz24;10;10;2092;No
DanielCPM;10;10;2052;No
stev123;10;10;2020;No
Amaro Snappe;10;10;2012;No
Delsy14;10;10;1995;No
Crazy Apple;10;10;1989;No
craxus;10;10;1965;No
Franking127;10;10;1959;No
minipirata;10;10;1932;No
Joss  Lr;10;10;1920;No
Fortus2556;10;10;1917;No
Dragonear;10;10;1914;No
Zeexysssm;10;10;1899;No
Cores;9;10;1894;No
BaKcusKILL;10;10;1891;No
Anton200;9;10;1890;No
ARKERAOSCURA;10;10;1889;No
best bby;9;10;1887;No
XxTurGuTxX;10;10;1874;No
arkdarkangel;10;10;1869;No
RaMiiReZz;10;10;1868;No
LordFranking;10;10;1865;No
MacArthor;10;10;1855;No
FugasDark;10;10;1852;No
Dinamita000;10;10;1849;No
Lazy Reader;10;10;1831;No
I N X 92;10;10;1831;No
toma toma ch;10;10;1828;No
AlexGeoo;10;10;1825;No
hasan dmr;9;9;1823;No
CapitanLuffy;10;10;1822;No
Seenusharma;10;10;1821;No
JASP Cosmos;9;10;1820;No
Knight Lute;10;10;1813;No
Tholin;9;10;1795;No
BLACK BARTD;10;10;1794;No
davisxd13;10;10;1783;No
Agent 89;10;10;1779;No
nljorge2015;10;10;1770;No
Huntsman198;10;10;1762;No
Francis Drak;10;10;1759;No
mvk11;10;10;1757;No
WellingtonGF;10;10;1756;No
YINGYANG SOO;10;10;1753;No
f1 flaco;10;10;1750;No
tesoropirata;10;10;1747;No
CryWolf0000o;10;10;1747;No
Fug4sSkol;10;10;1747;No
I MrLoverman;10;10;1746;No
m siu;10;10;1744;No
d r 11;10;10;1743;No
Dixon124;9;9;1727;No
Ven Ktecacho;10;10;1726;No
Akitedoy;10;10;1724;No
ViperIA;10;10;1708;No
Gemini 09;10;10;1707;No
Fug4s;10;10;1704;No
Ningguan;10;10;1700;No
Delsy;10;10;1697;No
FiberIA;10;10;1696;No
RockDXebe;10;10;1696;No
Hinata198;9;10;1688;No
Whitey Bay;10;10;1681;No
ramdai;9;10;1672;No
Niga777 Oww;10;10;1654;No
RaMiiReZz1;10;10;1652;No
Zevalon;10;10;1645;No
VALIR LM;9;10;1638;No
KP12;10;10;1623;No
MapleQoQleaf;10;10;1619;No
Truqui;8;10;1618;No
CH  Fox;10;10;1612;No
Thiago G2;9;10;1604;No
Minh hp;10;10;1603;No
esperion2019;9;10;1595;No
Thiago G1;9;10;1586;No
Dixon93;9;9;1570;No
Keila Jr;9;10;1564;No
SPaRRoWdark;9;10;1523;No
fox man88;8;10;1131;No
