Name;Completed;Total;Score;Completed Bonus
Gera68;11;11;2956;Yes
Darkcod;11;11;2824;Yes
DanielCPM;10;11;2589;Yes
LORD ISRAFEL;10;11;2569;Yes
Cores;11;11;2553;Yes
foodXtrigo;11;11;2549;No
bocajrss;10;11;2529;Yes
cieguito;11;11;2471;Yes
Tuerto;11;11;2428;Yes
nljorge2015;10;11;2428;Yes
CapitanLuffy;10;11;2365;Yes
Delsy;11;11;2363;Yes
arkdarkangel;11;11;2353;Yes
JASP Cosmos;11;11;2352;Yes
Lazy Reader;11;11;2338;Yes
YINGYANG SOO;11;11;2335;Yes
minipirata;11;11;2320;Yes
SPaRRoWdark;11;11;2279;Yes
Crazy Apple;11;11;2273;Yes
Seenusharma;11;11;2271;Yes
RockDXebe;10;11;2255;Yes
Knight Lute;11;11;2255;Yes
Anton200;11;11;2245;No
WellingtonGF;11;11;2241;Yes
XxTurGuTxX;11;11;2239;Yes
Titto o1;10;10;2238;Yes
Agent 89;10;11;2235;Yes
best bby;11;11;2224;No
Amaro Snappe;11;11;2219;Yes
RaMiiReZz1;11;11;2218;Yes
ViperIA;11;11;2216;Yes
RaMiiReZz;11;11;2215;Yes
Hinata198;11;11;2198;No
Huntsman198;10;11;2180;Yes
Dragonear;11;11;2174;Yes
MacArthor;11;11;2170;Yes
craxus;10;10;2168;Yes
Morbiuss;11;11;2165;Yes
Pupilo2020;10;11;2146;No
CryWolf0000o;11;11;2145;No
Whitey Bay;10;11;2126;Yes
Ningguan;11;11;2112;No
Dixon124;10;10;2103;No
I N X 92;11;11;2091;Yes
FiberIA;11;11;2088;Yes
LordFranking;10;11;2082;No
Tholin;11;11;2075;No
davisxd13;11;11;2074;Yes
FugasDark;11;11;2063;No
Dinamita000;10;11;2036;Yes
Franking127;10;11;2032;No
BaKcusKILL;11;11;2028;No
Delsy14;11;11;2019;No
Akitedoy;11;11;2018;No
RaMiiReZz24;10;11;2008;Yes
tesoropirata;10;11;2008;No
Fortus2556;9;11;2000;Yes
CH  Fox;11;11;1985;No
mvk11;11;11;1968;No
MapleQoQleaf;11;11;1968;No
Joss  Lr;10;10;1964;No
forsale mail;11;11;1959;Yes
Anon Z;11;11;1942;No
GreenBull03;9;10;1912;Yes
Fug4s;11;11;1911;Yes
BLACK BARTD;11;11;1891;Yes
esperion2019;9;11;1888;No
Paola E;11;11;1882;No
Gemini 09;11;11;1869;No
fox man88;11;11;1855;No
VALIR LM;10;11;1854;Yes
SevenFree;11;11;1846;No
Dixon93;10;10;1837;No
stev123;10;11;1805;No
ARKERAOSCURA;10;11;1791;No
Uriel 25;10;11;1790;Yes
Ven Ktecacho;11;11;1789;No
toma toma ch;11;11;1781;Yes
I MrLoverman;11;11;1764;No
Zeexysssm;11;11;1759;No
Maroc 1rad2;11;11;1749;No
Obito Ichiha;10;11;1716;No
KP12;11;11;1716;No
Niga777 Oww;11;11;1716;No
abrahamchino;7;9;1704;No
REY MISTERI;11;11;1702;No
