Name;Completed;Total;Score;Completed Bonus
Darkcod;10;10;2266;No
Crazy Apple;10;10;2140;No
FugasDark;10;10;2093;No
XxTurGuTxX;10;10;2087;No
RaMiiReZz24;10;10;2072;No
Delsy14;10;10;2070;No
LORD ISRAFEL;10;10;2067;No
Cores;10;10;2066;No
BLACK BARTD;10;10;2043;No
RaMiiReZz1;10;10;2032;No
DanielCPM;10;10;2010;No
Ven Ktecacho;10;10;2010;No
Tuerto;10;10;2010;No
Akitedoy;10;10;2010;No
lxlpersa;10;10;2004;No
RaMiiReZz;10;10;1983;No
Lazy Reader;10;10;1974;No
Delsy;10;10;1968;No
LordFranking;10;10;1918;No
Franking127;10;10;1910;No
Dragonear;10;10;1910;No
EL  MATADOR7;10;10;1900;No
Amaro Snappe;10;10;1875;No
Floppy 1218;10;10;1871;No
AlexGeoo;10;10;1870;No
WellingtonGF;10;10;1851;No
Tholin;10;10;1843;No
foodXtrigo;9;10;1842;No
craxus;10;10;1842;No
toma toma ch;10;10;1838;No
m siu;10;10;1836;No
nljorge2015;10;10;1833;No
JASP Cosmos;10;10;1829;No
Reii ArthUr;10;10;1829;No
bocajrss;10;10;1827;No
Dinamita000;10;10;1823;No
Uriel 25;10;10;1820;No
stev123;10;10;1815;No
I N X 92;10;10;1814;No
OldwarriorR;10;10;1812;No
CapitanLuffy;10;10;1811;No
Agent 89;10;10;1811;No
YINGYANG SOO;10;10;1792;No
hasan dmr;10;10;1786;No
MR Clipper;10;10;1785;No
minipirata;10;10;1782;No
Ningguan;9;10;1781;No
MacArthor;10;10;1770;No
Knight Lute;10;10;1764;No
IGC2024;10;10;1761;No
Fug4s;10;10;1758;No
VALIR LM;10;10;1756;No
RockDXebe;10;10;1752;No
PegasusDark;10;10;1747;No
Huntsman198;10;10;1732;No
SPaRRoWdark;9;10;1720;No
Pak0o;10;10;1714;No
Dixon124;8;8;1710;No
esperion2019;10;10;1704;No
Whitey Bay;10;10;1703;No
Dixon93;9;9;1695;No
Hinata198;10;10;1684;No
Joss  Lr;10;10;1684;No
M1ST3RI0;10;10;1678;No
arkdarkangel;9;10;1665;No
tesoropirata;9;10;1649;No
ARKERAOSCURA;10;10;1648;No
best bby;10;10;1630;No
MapleQoQleaf;10;10;1626;No
mvk11;10;10;1623;No
Anton200;9;10;1616;No
momonga2224;10;10;1612;No
CryWolf0000o;10;10;1611;No
Kirito F;10;10;1608;No
Fortus2556;9;10;1606;No
