Name;Completed;Total;Score;Completed Bonus
S O F l A;11;11;2900;Yes
NASHA MUERTE;11;11;2562;Yes
TIME XX;11;11;2543;Yes
99 A MAN;11;11;2487;Yes
MenteMaestra;11;11;2466;Yes
manu gocho;10;11;2443;Yes
Chamgadad;9;11;2441;Yes
TU M0NTAD0R;11;11;2439;Yes
MalcriadittA;11;11;2436;Yes
venus star;11;11;2426;Yes
Chin Dafnn;11;11;2406;Yes
Dark Mundo;11;11;2369;Yes
XxFluffyDom;11;11;2331;Yes
TU MONTARIKO;11;11;2318;No
ga con 688;10;11;2312;No
New Antrax;9;11;2308;Yes
Ashnyk;10;11;2295;Yes
JustLau;11;11;2290;No
ALAN BOT;11;11;2281;Yes
XxMGSxX;11;11;2276;No
Navi Neytiri;11;11;2264;No
RoyFocker01;8;10;2261;Yes
xWalkerW09x;11;11;2251;Yes
ooVaS009oo;11;11;2251;Yes
Dariiooo;10;11;2251;Yes
colosoVX;10;10;2244;Yes
JesVGod;11;11;2232;Yes
xWalkerS02x;11;11;2231;Yes
ooVaS007oo;11;11;2221;Yes
ooVaS004oo;11;11;2208;Yes
ooVaS001oo;11;11;2208;Yes
xWalkerW08x;11;11;2205;Yes
sakurito;11;11;2203;Yes
ooVaS010oo;11;11;2194;No
0RickHunter0;10;11;2193;Yes
ooVaS005oo;11;11;2190;Yes
xWalkerS01x;11;11;2189;Yes
xWalkerS04x;11;11;2169;Yes
Darkgreen;10;11;2155;Yes
xWalkerW10x;11;11;2153;Yes
Ninja Soul;11;11;2148;No
Johan0311;11;11;2145;Yes
ryckzolea;11;11;2144;Yes
pegasus30;11;11;2128;No
Azul16X;10;11;2127;No
giackrox;10;11;2123;Yes
Sakuron;11;11;2118;Yes
ooVaS003oo;11;11;2117;No
xWalkerW06x;11;11;2113;Yes
3lpJhoNataNx;10;10;2110;No
Sargentoooo;11;11;2108;No
WUILSON15;11;11;2105;Yes
ooVaS002oo;11;11;2103;No
el rey montc;10;10;2093;No
Jedimester;11;11;2091;Yes
xWalkerS05x;11;11;2090;No
QueenDramaa;9;11;2087;Yes
Fernando1984;9;11;2082;Yes
Fifi fifone;11;11;2074;Yes
Jhoni1;11;11;2064;No
ooVaS006oo;11;11;2063;No
KB Ares I;11;11;2062;No
Athos91;11;11;2061;Yes
Soy Sami;11;11;2060;No
CRISTIAN CT;11;11;2051;No
ooVaS008oo;11;11;2050;No
LadyAzul29;9;11;2039;No
Espartajesus;11;11;2037;No
xWalkerS03x;11;11;2035;No
Mitchell 02;10;11;2024;Yes
Conejito2306;10;11;2015;No
JUANPE;11;11;2014;Yes
TheLaPlanta;9;11;2010;Yes
Gennosz;10;11;2007;Yes
illidain;11;11;2003;Yes
Analuu;11;11;2002;No
ASTERIS7;11;11;2001;Yes
cyntu;11;11;1993;No
RODO3107;11;11;1989;No
Juan 7777777;11;11;1979;Yes
RAIBACK;10;11;1977;No
Kuuuushhhh;11;11;1974;No
xWalkerW07x;11;11;1970;No
lBerrinchesl;7;8;1506;No
