Name;Completed;Total;Score;Completed Bonus
MamaSesta;9;9;1514;No
HerNanSCiTo;9;9;1499;No
Mluis179;9;9;1495;No
patagona;9;9;1471;No
que mira bob;9;9;1451;No
1Vannessa;9;9;1444;No
Coyhaiquina;9;9;1438;No
Lady Vamp8;9;9;1432;No
Usi340;9;9;1425;No
maltacnhuevo;9;9;1415;No
ESPIAME ESTA;9;9;1410;No
XxYurikoxX;9;9;1406;No
lllTANGOlll;9;9;1403;No
CarlosMan;9;9;1394;No
x Rey lobo x;9;9;1386;No
Giann0;9;9;1379;No
Duncans chef;9;9;1368;No
S0FISTA;9;9;1359;No
BenTor;9;9;1351;No
vanesi;9;9;1346;No
C0NEJ0;9;9;1341;No
Real g4;9;9;1338;No
XxCHUKYxX;9;9;1330;No
N1ppur;9;9;1330;No
SK You Daddy;9;9;1323;No
HFime;9;9;1320;No
Al3xander97;9;9;1319;No
Ever rich;9;9;1318;No
XxLadySilxX;9;9;1312;No
Johanssy;9;9;1308;No
xx nico xx;9;9;1308;No
DsantyCC;9;9;1307;No
Selene86;9;9;1307;No
NARUTOSHINPU;9;9;1306;No
MizukiBatman;9;9;1300;No
Chilotit;9;9;1296;No
brokentheart;9;9;1294;No
IrvinSM;9;9;1290;No
XxDuffmanxX;9;9;1289;No
LORDJUAREZ31;9;9;1275;No
rata asesina;9;9;1270;No
viejitoo;9;9;1262;No
X Psycho xX;8;8;1257;No
sir bastiann;9;9;1252;No
XxPerlyxX;9;9;1230;No
Yonii RG;9;9;1229;No
licantropo;8;8;1227;No
XxLucy16xX;6;6;1206;No
terror xtrem;8;8;1206;No
IrvinSM26;8;9;1200;No
NoMolestarX;8;8;1156;No
KINGYON1;8;9;1153;No
TANQUE GM;8;8;1107;No
MALEFICO;8;8;1031;No
rey d3monio;5;6;1005;No
tank food;6;6;940;No
Super Tank;7;7;936;No
Espadas Roja;6;6;875;No
tanquesito;6;8;853;No
WUQINGXY;6;8;852;No
RT020;6;6;840;No
lord tanquex;5;5;784;No
Rasmus 1;5;6;686;No
AlbertoR2;4;4;654;No
Shinitenshy;4;4;609;No
khathalina;3;3;603;No
AlbertoR4;4;5;557;No
ADAMARI26;4;6;535;No
maburro ctm;3;5;482;No
tatto 20;3;3;475;No
Alberto R1;3;3;414;No
paulo1604;2;3;384;No
f2pPiKaBoss;2;2;329;No
XGod Anubis2;2;2;326;No
zx601;2;2;312;No
RuhaniCam;0;0;0;No
XGod Anubis;0;1;0;No
Granero;0;0;0;No
Pinotea;0;0;0;No
Meikobato;0;1;0;No
WU El CAPO;0;0;0;No
Aaddrriiaann;0;0;0;No
Miami fc;0;0;0;No
Martin  43;0;1;0;No
